,origin_puma,dest_puma,od_counts
953,17_3310,17_3307,7944
954,17_3310,17_3308,14907
955,17_3310,17_3309,20034
956,17_3310,17_3310,19253
957,17_3310,17_3401,10948
958,17_3310,17_3415,10492
959,17_3310,17_3416,7032
960,17_3310,17_3417,5449
961,17_3310,17_3418,2460
962,17_3310,17_3419,4399
963,17_3310,17_3420,1591
964,17_3310,17_3421,1837
965,17_3310,17_3422,324
966,17_3310,17_3501,24
967,17_3310,17_3504,102
968,17_3310,17_3520,8
969,17_3310,17_3601,4264
970,17_3310,17_3602,11159
971,17_3401,17_3005,6
972,17_3401,17_3007,486
973,17_3401,17_3008,9723
974,17_3401,17_3009,2146
975,17_3401,17_3202,209
976,17_3401,17_3203,105
977,17_3401,17_3204,148
978,17_3401,17_3205,403
979,17_3401,17_3207,1492
980,17_3401,17_3208,486
981,17_3401,17_3306,24474
982,17_3401,17_3307,9615
983,17_3401,17_3308,15341
984,17_3401,17_3309,18670
985,17_3401,17_3310,5903
986,17_3401,17_3401,14424
987,17_3401,17_3407,60
988,17_3401,17_3409,16
989,17_3401,17_3415,9257
990,17_3401,17_3416,2879
991,17_3401,17_3417,6473
992,17_3401,17_3418,4838
993,17_3401,17_3419,9140
994,17_3401,17_3420,2555
995,17_3401,17_3421,552
996,17_3401,17_3422,723
997,17_3401,17_3503,38
998,17_3401,17_3504,83
999,17_3401,17_3522,76
1000,17_3401,17_3527,8
1001,17_3401,17_3529,21
1002,17_3401,17_3601,7725
1003,17_3401,17_3602,20330
1004,17_3407,17_3005,3102
1005,17_3407,17_3007,7062
1006,17_3407,17_3008,3240
1007,17_3407,17_3009,2607
1008,17_3407,17_3102,8546
1009,17_3407,17_3105,17334
1010,17_3407,17_3106,13541
1011,17_3407,17_3107,2994
1012,17_3407,17_3108,492
1013,17_3407,17_3202,9028
1014,17_3407,17_3203,5186
1015,17_3407,17_3204,9687
1016,17_3407,17_3205,10006
1017,17_3407,17_3207,17819
1018,17_3407,17_3208,17970
1019,17_3407,17_3209,4507
1020,17_3407,17_3306,250
1021,17_3407,17_3307,656
1022,17_3407,17_3308,966
1023,17_3407,17_3309,1084
1024,17_3407,17_3310,2308
1025,17_3407,17_3401,2796
1026,17_3407,17_3407,27257
1027,17_3407,17_3408,20367
1028,17_3407,17_3409,8781
1029,17_3407,17_3410,4097
1030,17_3407,17_3411,138
1031,17_3407,17_3412,61
1032,17_3407,17_3413,252
1033,17_3407,17_3414,68
1034,17_3407,17_3415,2264
1035,17_3407,17_3416,2324
1036,17_3407,17_3417,7546
1037,17_3407,17_3418,10674
1038,17_3407,17_3419,14631
1039,17_3407,17_3420,9651
1040,17_3407,17_3421,10468
1041,17_3407,17_3422,14444
1042,17_3407,17_3501,34665
1043,17_3407,17_3502,55670
1044,17_3407,17_3503,42176
1045,17_3407,17_3504,24289
1046,17_3407,17_3520,11542
1047,17_3407,17_3521,30045
1048,17_3407,17_3522,40172
1049,17_3407,17_3523,18731
1050,17_3407,17_3524,29368
1051,17_3407,17_3525,26785
1052,17_3407,17_3526,3521
1053,17_3407,17_3527,5625
1054,17_3407,17_3528,810
1055,17_3407,17_3529,1025
1056,17_3407,17_3530,201
1057,17_3407,17_3531,129
1058,17_3407,17_3532,56
1059,17_3407,17_3601,145
1060,17_3407,17_3602,549
1061,17_3407,17_3700,3343
1062,17_3408,17_3005,563
1063,17_3408,17_3007,826
1064,17_3408,17_3008,227
1065,17_3408,17_3009,287
1066,17_3408,17_3102,4616
1067,17_3408,17_3105,6557
1068,17_3408,17_3106,5124
1069,17_3408,17_3107,2442
1070,17_3408,17_3108,348
1071,17_3408,17_3202,1650
1072,17_3408,17_3203,1526
1073,17_3408,17_3204,3308
1074,17_3408,17_3205,3001
1075,17_3408,17_3207,4629
1076,17_3408,17_3208,1963
1077,17_3408,17_3209,1393
1078,17_3408,17_3307,139
1079,17_3408,17_3308,56
1080,17_3408,17_3309,328
1081,17_3408,17_3310,934
1082,17_3408,17_3401,351
1083,17_3408,17_3407,43505
1084,17_3408,17_3408,28789
1085,17_3408,17_3409,9228
1086,17_3408,17_3410,2349
1087,17_3408,17_3411,243
1088,17_3408,17_3412,146
1089,17_3408,17_3413,48
1090,17_3408,17_3414,52
1091,17_3408,17_3415,552
1092,17_3408,17_3416,863
1093,17_3408,17_3417,675
1094,17_3408,17_3418,800
1095,17_3408,17_3419,3040
1096,17_3408,17_3420,8756
1097,17_3408,17_3421,16054
1098,17_3408,17_3422,14025
1099,17_3408,17_3501,32246
1100,17_3408,17_3502,80158
1101,17_3408,17_3503,49740
1102,17_3408,17_3504,25646
1103,17_3408,17_3520,10908
1104,17_3408,17_3521,33929
1105,17_3408,17_3522,56265
1106,17_3408,17_3523,27896
1107,17_3408,17_3524,46459
1108,17_3408,17_3525,43950
1109,17_3408,17_3526,5817
1110,17_3408,17_3527,6870
1111,17_3408,17_3528,1005
1112,17_3408,17_3529,1772
1113,17_3408,17_3530,241
1114,17_3408,17_3531,125
1115,17_3408,17_3532,191
1116,17_3408,17_3602,29
1117,17_3408,17_3700,829
1118,17_3409,17_3005,2842
1119,17_3409,17_3007,2780
1120,17_3409,17_3008,761
1121,17_3409,17_3009,1392
1122,17_3409,17_3102,856
1123,17_3409,17_3105,2239
1124,17_3409,17_3106,4482
1125,17_3409,17_3107,1860
1126,17_3409,17_3108,506
1127,17_3409,17_3202,5935
1128,17_3409,17_3203,3966
1129,17_3409,17_3204,7506
1130,17_3409,17_3205,12228
1131,17_3409,17_3207,10919
1132,17_3409,17_3208,6311
1133,17_3409,17_3209,4047
1134,17_3409,17_3306,21
1135,17_3409,17_3307,67
1136,17_3409,17_3308,324
1137,17_3409,17_3309,379
1138,17_3409,17_3310,1136
1139,17_3409,17_3401,1130
1140,17_3409,17_3407,46021
1141,17_3409,17_3408,38625
1142,17_3409,17_3409,12785
1143,17_3409,17_3410,4436
1144,17_3409,17_3411,7863
1145,17_3409,17_3412,1472
1146,17_3409,17_3413,649
1147,17_3409,17_3414,327
1148,17_3409,17_3415,1272
1149,17_3409,17_3416,1683
1150,17_3409,17_3417,1975
1151,17_3409,17_3418,2259
1152,17_3409,17_3419,7264
1153,17_3409,17_3420,5825
1154,17_3409,17_3421,2859
1155,17_3409,17_3422,10511
1156,17_3409,17_3501,7492
1157,17_3409,17_3502,18405
1158,17_3409,17_3503,8912
1159,17_3409,17_3504,3607
1160,17_3409,17_3520,2176
1161,17_3409,17_3521,23273
1162,17_3409,17_3522,11519
1163,17_3409,17_3523,27095
1164,17_3409,17_3524,31157
1165,17_3409,17_3525,20247
1166,17_3409,17_3526,43923
1167,17_3409,17_3527,33358
1168,17_3409,17_3528,38008
1169,17_3409,17_3529,19350
1170,17_3409,17_3530,6449
1171,17_3409,17_3531,4584
1172,17_3409,17_3532,2393
1173,17_3409,17_3601,52
1174,17_3409,17_3602,229
1175,17_3409,17_3700,1580
1176,17_3410,17_3005,7165
1177,17_3410,17_3007,3021
1178,17_3410,17_3008,747
1179,17_3410,17_3009,1848
1180,17_3410,17_3102,3549
1181,17_3410,17_3105,6554
1182,17_3410,17_3106,8547
1183,17_3410,17_3107,4317
1184,17_3410,17_3108,758
1185,17_3410,17_3202,8347
1186,17_3410,17_3203,7025
1187,17_3410,17_3204,10157
1188,17_3410,17_3205,12390
1189,17_3410,17_3207,7655
1190,17_3410,17_3208,5894
1191,17_3410,17_3209,9041
1192,17_3410,17_3308,215
1193,17_3410,17_3309,112
1194,17_3410,17_3310,633
1195,17_3410,17_3401,800
1196,17_3410,17_3407,7960
1197,17_3410,17_3408,3045
1198,17_3410,17_3409,10371
1199,17_3410,17_3410,9194
1200,17_3410,17_3411,12233
1201,17_3410,17_3412,5383
1202,17_3410,17_3413,5667
1203,17_3410,17_3414,2924
1204,17_3410,17_3415,807
1205,17_3410,17_3416,1559
1206,17_3410,17_3417,1642
1207,17_3410,17_3418,1997
1208,17_3410,17_3419,2774
1209,17_3410,17_3420,3342
1210,17_3410,17_3421,1956
1211,17_3410,17_3422,5220
1212,17_3410,17_3501,275
1213,17_3410,17_3502,1771
1214,17_3410,17_3503,534
1215,17_3410,17_3504,1024
1216,17_3410,17_3520,1334
1217,17_3410,17_3521,1152
1218,17_3410,17_3522,1563
1219,17_3410,17_3523,4140
1220,17_3410,17_3524,11578
1221,17_3410,17_3525,7158
1222,17_3410,17_3526,24361
1223,17_3410,17_3527,16329
1224,17_3410,17_3528,36952
1225,17_3410,17_3529,31737
1226,17_3410,17_3530,13343
1227,17_3410,17_3531,24329
1228,17_3410,17_3532,16723
1229,17_3410,17_3601,1
1230,17_3410,17_3602,69
1231,17_3410,17_3700,4415
1232,17_3411,17_3005,2326
1233,17_3411,17_3007,1785
1234,17_3411,17_3008,271
1235,17_3411,17_3009,774
1236,17_3411,17_3102,1234
1237,17_3411,17_3105,2931
1238,17_3411,17_3106,4343
1239,17_3411,17_3107,4415
1240,17_3411,17_3108,569
1241,17_3411,17_3202,2014
1242,17_3411,17_3203,2576
1243,17_3411,17_3204,5735
1244,17_3411,17_3205,3239
1245,17_3411,17_3207,2732
1246,17_3411,17_3208,2226
1247,17_3411,17_3209,3395
1248,17_3411,17_3308,6
1249,17_3411,17_3309,33
1250,17_3411,17_3310,302
1251,17_3411,17_3401,91
1252,17_3411,17_3407,4028
1253,17_3411,17_3408,3102
1254,17_3411,17_3409,17313
1255,17_3411,17_3410,13155
1256,17_3411,17_3411,34528
1257,17_3411,17_3412,10190
1258,17_3411,17_3413,7440
1259,17_3411,17_3414,2922
1260,17_3411,17_3415,152
1261,17_3411,17_3416,790
1262,17_3411,17_3417,975
1263,17_3411,17_3418,1244
1264,17_3411,17_3419,1520
1265,17_3411,17_3420,1486
1266,17_3411,17_3421,1138
1267,17_3411,17_3422,1543
1268,17_3411,17_3501,227
1269,17_3411,17_3502,1693
1270,17_3411,17_3503,1009
1271,17_3411,17_3504,802
1272,17_3411,17_3520,478
1273,17_3411,17_3521,1655
1274,17_3411,17_3522,1529
1275,17_3411,17_3523,10996
1276,17_3411,17_3524,18726
1277,17_3411,17_3525,12600
1278,17_3411,17_3526,46291
1279,17_3411,17_3527,26692
1280,17_3411,17_3528,93541
1281,17_3411,17_3529,69656
1282,17_3411,17_3530,41446
1283,17_3411,17_3531,64423
1284,17_3411,17_3532,25849
1285,17_3411,17_3700,1744
1286,17_3412,17_3005,1335
1287,17_3412,17_3007,743
1288,17_3412,17_3008,40
1289,17_3412,17_3009,317
1290,17_3412,17_3102,2012
1291,17_3412,17_3105,3519
1292,17_3412,17_3106,3828
1293,17_3412,17_3107,4119
1294,17_3412,17_3108,703
1295,17_3412,17_3202,1920
1296,17_3412,17_3203,2071
1297,17_3412,17_3204,3470
1298,17_3412,17_3205,2148
1299,17_3412,17_3207,2218
1300,17_3412,17_3208,2508
1301,17_3412,17_3209,2495
1302,17_3412,17_3308,6
1303,17_3412,17_3310,11
1304,17_3412,17_3401,44
1305,17_3412,17_3407,1779
1306,17_3412,17_3408,638
1307,17_3412,17_3409,6087
1308,17_3412,17_3410,8773
1309,17_3412,17_3411,22605
1310,17_3412,17_3412,9194
1311,17_3412,17_3413,12920
1312,17_3412,17_3414,6229
1313,17_3412,17_3415,38
1314,17_3412,17_3416,99
1315,17_3412,17_3417,776
1316,17_3412,17_3418,950
1317,17_3412,17_3419,839
1318,17_3412,17_3420,1675
1319,17_3412,17_3421,756
1320,17_3412,17_3422,1689
1321,17_3412,17_3501,46
1322,17_3412,17_3502,83
1323,17_3412,17_3503,339
1324,17_3412,17_3504,663
1325,17_3412,17_3520,769
1326,17_3412,17_3521,674
1327,17_3412,17_3522,309
1328,17_3412,17_3523,1774
1329,17_3412,17_3524,1671
1330,17_3412,17_3525,1068
1331,17_3412,17_3526,4632
1332,17_3412,17_3527,3867
1333,17_3412,17_3528,27301
1334,17_3412,17_3529,38349
1335,17_3412,17_3530,28963
1336,17_3412,17_3531,52960
1337,17_3412,17_3532,47971
1338,17_3412,17_3700,1254
1339,17_3413,17_3005,907
1340,17_3413,17_3007,223
1341,17_3413,17_3009,74
1342,17_3413,17_3102,2387
1343,17_3413,17_3105,3323
1344,17_3413,17_3106,3234
1345,17_3413,17_3107,7352
1346,17_3413,17_3108,1069
1347,17_3413,17_3202,1776
1348,17_3413,17_3203,2052
1349,17_3413,17_3204,4527
1350,17_3413,17_3205,1939
1351,17_3413,17_3207,1792
1352,17_3413,17_3208,1352
1353,17_3413,17_3209,1598
1354,17_3413,17_3310,1
1355,17_3413,17_3401,26
1356,17_3413,17_3407,1848
1357,17_3413,17_3408,964
1358,17_3413,17_3409,5946
1359,17_3413,17_3410,14636
1360,17_3413,17_3411,59077
1361,17_3413,17_3412,19781
1362,17_3413,17_3413,23295
1363,17_3413,17_3414,11072
1364,17_3413,17_3415,32
1365,17_3413,17_3416,107
1366,17_3413,17_3417,62
1367,17_3413,17_3418,308
1368,17_3413,17_3419,1161
1369,17_3413,17_3420,1730
1370,17_3413,17_3421,1142
1371,17_3413,17_3422,2125
1372,17_3413,17_3501,160
1373,17_3413,17_3502,268
1374,17_3413,17_3503,565
1375,17_3413,17_3504,1284
1376,17_3413,17_3520,1061
1377,17_3413,17_3521,779
1378,17_3413,17_3522,481
1379,17_3413,17_3523,558
1380,17_3413,17_3524,879
1381,17_3413,17_3525,1435
1382,17_3413,17_3526,2580
1383,17_3413,17_3527,1905
1384,17_3413,17_3528,28397
1385,17_3413,17_3529,33444
1386,17_3413,17_3530,59550
1387,17_3413,17_3531,85592
1388,17_3413,17_3532,92592
1389,17_3413,17_3700,973
1390,17_3414,17_3005,600
1391,17_3414,17_3007,190
1392,17_3414,17_3009,80
1393,17_3414,17_3102,3382
1394,17_3414,17_3105,4210
1395,17_3414,17_3106,3802
1396,17_3414,17_3107,6310
1397,17_3414,17_3108,3757
1398,17_3414,17_3202,1310
1399,17_3414,17_3203,1586
1400,17_3414,17_3204,3313
1401,17_3414,17_3205,2010
1402,17_3414,17_3207,1631
1403,17_3414,17_3208,875
1404,17_3414,17_3209,1550
1405,17_3414,17_3401,6
1406,17_3414,17_3407,3073
1407,17_3414,17_3408,1642
1408,17_3414,17_3409,4983
1409,17_3414,17_3410,12849
1410,17_3414,17_3411,25914
1411,17_3414,17_3412,17245
1412,17_3414,17_3413,26468
1413,17_3414,17_3414,14108
1414,17_3414,17_3415,14
1415,17_3414,17_3416,43
1416,17_3414,17_3417,41
1417,17_3414,17_3418,221
1418,17_3414,17_3419,628
1419,17_3414,17_3420,1868
1420,17_3414,17_3421,822
1421,17_3414,17_3422,2609
1422,17_3414,17_3501,211
1423,17_3414,17_3502,390
1424,17_3414,17_3503,701
1425,17_3414,17_3504,1222
1426,17_3414,17_3520,1152
1427,17_3414,17_3521,1070
1428,17_3414,17_3522,592
1429,17_3414,17_3523,835
1430,17_3414,17_3524,653
1431,17_3414,17_3525,648
1432,17_3414,17_3526,1663
1433,17_3414,17_3527,2608
1434,17_3414,17_3528,11350
1435,17_3414,17_3529,13471
1436,17_3414,17_3530,21574
1437,17_3414,17_3531,29940
1438,17_3414,17_3532,40754
1439,17_3414,17_3700,1268
1440,17_3415,17_3005,18
1441,17_3415,17_3007,614
1442,17_3415,17_3008,13106
1443,17_3415,17_3009,2962
1444,17_3415,17_3202,35
1445,17_3415,17_3205,33
1446,17_3415,17_3207,770
1447,17_3415,17_3208,376
1448,17_3415,17_3306,22620
1449,17_3415,17_3307,9391
1450,17_3415,17_3308,18439
1451,17_3415,17_3309,21000
1452,17_3415,17_3310,12026
1453,17_3415,17_3401,15512
1454,17_3415,17_3407,87
1455,17_3415,17_3408,58
1456,17_3415,17_3415,13715
1457,17_3415,17_3416,8755
1458,17_3415,17_3417,7093
1459,17_3415,17_3418,4019
1460,17_3415,17_3419,7148
1461,17_3415,17_3420,3306
1462,17_3415,17_3421,1638
1463,17_3415,17_3422,412
1464,17_3415,17_3503,147
1465,17_3415,17_3504,121
1466,17_3415,17_3520,6
1467,17_3415,17_3521,116
1468,17_3415,17_3601,6274
1469,17_3415,17_3602,17646
1470,17_3416,17_3005,30
1471,17_3416,17_3007,2148
1472,17_3416,17_3008,13827
1473,17_3416,17_3009,2893
1474,17_3416,17_3202,45
1475,17_3416,17_3203,55
1476,17_3416,17_3204,35
1477,17_3416,17_3205,151
1478,17_3416,17_3207,1184
1479,17_3416,17_3208,676
1480,17_3416,17_3209,165
1481,17_3416,17_3306,9176
1482,17_3416,17_3307,5756
1483,17_3416,17_3308,18586
1484,17_3416,17_3309,17110
1485,17_3416,17_3310,20766
1486,17_3416,17_3401,24438
1487,17_3416,17_3407,102
1488,17_3416,17_3408,55
1489,17_3416,17_3409,6
1490,17_3416,17_3415,20540
1491,17_3416,17_3416,16061
1492,17_3416,17_3417,16930
1493,17_3416,17_3418,12195
1494,17_3416,17_3419,9813
1495,17_3416,17_3420,6745
1496,17_3416,17_3421,3759
1497,17_3416,17_3422,709
1498,17_3416,17_3501,9
1499,17_3416,17_3503,250
1500,17_3416,17_3504,422
1501,17_3416,17_3520,144
1502,17_3416,17_3521,110
1503,17_3416,17_3601,2648
1504,17_3416,17_3602,9900
1505,17_3417,17_3005,2036
1506,17_3417,17_3007,4221
1507,17_3417,17_3008,7314
1508,17_3417,17_3009,2739
1509,17_3417,17_3105,32
1510,17_3417,17_3106,69
1511,17_3417,17_3107,6
1512,17_3417,17_3202,1388
1513,17_3417,17_3203,226
1514,17_3417,17_3204,187
1515,17_3417,17_3205,862
1516,17_3417,17_3207,3167
1517,17_3417,17_3208,4294
1518,17_3417,17_3209,1498
1519,17_3417,17_3306,14836
1520,17_3417,17_3307,8460
1521,17_3417,17_3308,8804
1522,17_3417,17_3309,12344
1523,17_3417,17_3310,10769
1524,17_3417,17_3401,7012
1525,17_3417,17_3407,332
1526,17_3417,17_3409,79
1527,17_3417,17_3410,7
1528,17_3417,17_3411,2
1529,17_3417,17_3415,7704
1530,17_3417,17_3416,15139
1531,17_3417,17_3417,10577
1532,17_3417,17_3418,8675
1533,17_3417,17_3419,7392
1534,17_3417,17_3420,12483
1535,17_3417,17_3421,8862
1536,17_3417,17_3422,952
1537,17_3417,17_3502,122
1538,17_3417,17_3503,484
1539,17_3417,17_3504,831
1540,17_3417,17_3520,572
1541,17_3417,17_3521,94
1542,17_3417,17_3522,160
1543,17_3417,17_3601,4559
1544,17_3417,17_3602,13486
1545,17_3417,17_3700,24
1546,17_3418,17_3005,1182
1547,17_3418,17_3007,3539
1548,17_3418,17_3008,5762
1549,17_3418,17_3009,2098
1550,17_3418,17_3102,1
1551,17_3418,17_3105,14
1552,17_3418,17_3106,85
1553,17_3418,17_3107,8
1554,17_3418,17_3202,2084
1555,17_3418,17_3203,698
1556,17_3418,17_3204,515
1557,17_3418,17_3205,1476
1558,17_3418,17_3207,4554
1559,17_3418,17_3208,6142
1560,17_3418,17_3209,1431
1561,17_3418,17_3306,11822
1562,17_3418,17_3307,5976
1563,17_3418,17_3308,7643
1564,17_3418,17_3309,9393
1565,17_3418,17_3310,7294
1566,17_3418,17_3401,6064
1567,17_3418,17_3407,491
1568,17_3418,17_3409,9
1569,17_3418,17_3410,8
1570,17_3418,17_3411,2
1571,17_3418,17_3415,6392
1572,17_3418,17_3416,15061
1573,17_3418,17_3417,10169
1574,17_3418,17_3418,9839
1575,17_3418,17_3419,7225
1576,17_3418,17_3420,9838
1577,17_3418,17_3421,13953
1578,17_3418,17_3422,928
1579,17_3418,17_3501,247
1580,17_3418,17_3503,480
1581,17_3418,17_3504,606
1582,17_3418,17_3520,397
1583,17_3418,17_3521,94
1584,17_3418,17_3522,46
1585,17_3418,17_3524,13
1586,17_3418,17_3525,13
1587,17_3418,17_3526,13
1588,17_3418,17_3601,4244
1589,17_3418,17_3602,12821
1590,17_3418,17_3700,9
1591,17_3419,17_3005,2774
1592,17_3419,17_3007,8821
1593,17_3419,17_3008,18801
1594,17_3419,17_3009,7187
1595,17_3419,17_3102,179
1596,17_3419,17_3105,692
1597,17_3419,17_3106,2067
1598,17_3419,17_3107,236
1599,17_3419,17_3108,20
1600,17_3419,17_3202,3322
1601,17_3419,17_3203,1812
1602,17_3419,17_3204,2376
1603,17_3419,17_3205,4229
1604,17_3419,17_3207,18069
1605,17_3419,17_3208,7857
1606,17_3419,17_3209,3032
1607,17_3419,17_3306,14446
1608,17_3419,17_3307,8967
1609,17_3419,17_3308,12951
1610,17_3419,17_3309,15905
1611,17_3419,17_3310,6283
1612,17_3419,17_3401,9887
1613,17_3419,17_3407,1655
1614,17_3419,17_3408,64
1615,17_3419,17_3409,315
1616,17_3419,17_3410,258
1617,17_3419,17_3411,2
1618,17_3419,17_3412,12
1619,17_3419,17_3414,1
1620,17_3419,17_3415,7315
1621,17_3419,17_3416,8125
1622,17_3419,17_3417,7833
1623,17_3419,17_3418,7833
1624,17_3419,17_3419,24837
1625,17_3419,17_3420,16095
1626,17_3419,17_3421,11389
1627,17_3419,17_3422,11232
1628,17_3419,17_3501,398
1629,17_3419,17_3502,48
1630,17_3419,17_3503,216
1631,17_3419,17_3504,256
1632,17_3419,17_3520,853
1633,17_3419,17_3521,60
1634,17_3419,17_3522,99
1635,17_3419,17_3523,76
1636,17_3419,17_3524,150
1637,17_3419,17_3525,129
1638,17_3419,17_3526,129
1639,17_3419,17_3527,31
1640,17_3419,17_3601,6809
1641,17_3419,17_3602,20795
1642,17_3419,17_3700,1010
1643,17_3420,17_3005,19088
1644,17_3420,17_3007,8096
1645,17_3420,17_3008,12815
1646,17_3420,17_3009,5724
1647,17_3420,17_3102,3583
1648,17_3420,17_3105,11846
1649,17_3420,17_3106,29438
1650,17_3420,17_3107,4710
1651,17_3420,17_3108,791
1652,17_3420,17_3202,4950
1653,17_3420,17_3203,14432
1654,17_3420,17_3204,11293
1655,17_3420,17_3205,5501
1656,17_3420,17_3207,14535
1657,17_3420,17_3208,5426
1658,17_3420,17_3209,24929
1659,17_3420,17_3306,3961
1660,17_3420,17_3307,3922
1661,17_3420,17_3308,13980
1662,17_3420,17_3309,12445
1663,17_3420,17_3310,11679
1664,17_3420,17_3401,17681
1665,17_3420,17_3407,3007
1666,17_3420,17_3408,534
1667,17_3420,17_3409,1736
1668,17_3420,17_3410,4162
1669,17_3420,17_3411,85
1670,17_3420,17_3412,269
1671,17_3420,17_3413,97
1672,17_3420,17_3414,31
1673,17_3420,17_3415,13496
1674,17_3420,17_3416,10455
1675,17_3420,17_3417,12653
1676,17_3420,17_3418,9782
1677,17_3420,17_3419,20678
1678,17_3420,17_3420,29057
1679,17_3420,17_3421,10815
1680,17_3420,17_3422,18897
1681,17_3420,17_3501,1403
1682,17_3420,17_3502,1159
1683,17_3420,17_3503,4129
1684,17_3420,17_3504,3914
1685,17_3420,17_3520,5599
1686,17_3420,17_3521,1678
1687,17_3420,17_3522,1380
1688,17_3420,17_3523,497
1689,17_3420,17_3524,95
1690,17_3420,17_3525,27
1691,17_3420,17_3526,6
1692,17_3420,17_3527,204
1693,17_3420,17_3530,84
1694,17_3420,17_3531,12
1695,17_3420,17_3532,2
1696,17_3420,17_3601,1857
1697,17_3420,17_3602,8036
1698,17_3420,17_3700,10773
1699,17_3421,17_3005,5306
1700,17_3421,17_3007,3931
1701,17_3421,17_3008,5257
1702,17_3421,17_3009,2665
1703,17_3421,17_3102,686
1704,17_3421,17_3105,5843
1705,17_3421,17_3106,18840
1706,17_3421,17_3107,2448
1707,17_3421,17_3108,208
1708,17_3421,17_3202,2028
1709,17_3421,17_3203,7389
1710,17_3421,17_3204,8412
1711,17_3421,17_3205,2849
1712,17_3421,17_3207,5935
1713,17_3421,17_3208,3151
1714,17_3421,17_3209,8981
1715,17_3421,17_3306,855
1716,17_3421,17_3307,3659
1717,17_3421,17_3308,6993
1718,17_3421,17_3309,5889
1719,17_3421,17_3310,12926
1720,17_3421,17_3401,23387
1721,17_3421,17_3407,9272
1722,17_3421,17_3408,2901
1723,17_3421,17_3409,1781
1724,17_3421,17_3410,2637
1725,17_3421,17_3411,14
1726,17_3421,17_3412,106
1727,17_3421,17_3413,7
1728,17_3421,17_3414,5
1729,17_3421,17_3415,22955
1730,17_3421,17_3416,12456
1731,17_3421,17_3417,10224
1732,17_3421,17_3418,10195
1733,17_3421,17_3419,15261
1734,17_3421,17_3420,15901
1735,17_3421,17_3421,17608
1736,17_3421,17_3422,23337
1737,17_3421,17_3501,3704
1738,17_3421,17_3502,1720
1739,17_3421,17_3503,7232
1740,17_3421,17_3504,12901
1741,17_3421,17_3520,20393
1742,17_3421,17_3521,16446
1743,17_3421,17_3522,11580
1744,17_3421,17_3523,4120
1745,17_3421,17_3524,394
1746,17_3421,17_3525,517
1747,17_3421,17_3526,96
1748,17_3421,17_3527,265
1749,17_3421,17_3530,9
1750,17_3421,17_3531,9
1751,17_3421,17_3532,1
1752,17_3421,17_3601,440
1753,17_3421,17_3602,2527
1754,17_3421,17_3700,2705
1755,17_3422,17_3005,13829
1756,17_3422,17_3007,12714
1757,17_3422,17_3008,6960
1758,17_3422,17_3009,5665
1759,17_3422,17_3102,22909
1760,17_3422,17_3105,41952
1761,17_3422,17_3106,46935
1762,17_3422,17_3107,11190
1763,17_3422,17_3108,1640
1764,17_3422,17_3202,7083
1765,17_3422,17_3203,14841
1766,17_3422,17_3204,28191
1767,17_3422,17_3205,9071
1768,17_3422,17_3207,20364
1769,17_3422,17_3208,11711
1770,17_3422,17_3209,19801
1771,17_3422,17_3306,488
1772,17_3422,17_3307,1099
1773,17_3422,17_3308,2075
1774,17_3422,17_3309,1868
1775,17_3422,17_3310,3199
1776,17_3422,17_3401,2565
1777,17_3422,17_3407,9177
1778,17_3422,17_3408,2584
1779,17_3422,17_3409,7787
1780,17_3422,17_3410,14178
1781,17_3422,17_3411,208
1782,17_3422,17_3412,311
1783,17_3422,17_3413,787
1784,17_3422,17_3414,87
1785,17_3422,17_3415,2792
1786,17_3422,17_3416,3795
1787,17_3422,17_3417,7727
1788,17_3422,17_3418,5132
1789,17_3422,17_3419,16336
1790,17_3422,17_3420,25431
1791,17_3422,17_3421,11110
1792,17_3422,17_3422,30513
1793,17_3422,17_3501,5266
1794,17_3422,17_3502,4490
1795,17_3422,17_3503,10096
1796,17_3422,17_3504,16787
1797,17_3422,17_3520,17709
1798,17_3422,17_3521,8753
1799,17_3422,17_3522,4789
1800,17_3422,17_3523,1052
1801,17_3422,17_3524,2345
1802,17_3422,17_3525,1677
1803,17_3422,17_3526,337
1804,17_3422,17_3527,860
1805,17_3422,17_3528,35
1806,17_3422,17_3529,35
1807,17_3422,17_3530,32
1808,17_3422,17_3531,35
1809,17_3422,17_3532,43
1810,17_3422,17_3601,182
1811,17_3422,17_3602,1157
1812,17_3422,17_3700,13148
1813,17_3501,17_3005,51
1814,17_3501,17_3007,200
1815,17_3501,17_3008,72
1816,17_3501,17_3009,122
1817,17_3501,17_3102,854
1818,17_3501,17_3105,2193
1819,17_3501,17_3106,1141
1820,17_3501,17_3107,2483
1821,17_3501,17_3108,474
1822,17_3501,17_3202,350
1823,17_3501,17_3203,209
1824,17_3501,17_3204,1116
1825,17_3501,17_3205,1071
1826,17_3501,17_3207,3444
1827,17_3501,17_3208,521
1828,17_3501,17_3209,147
1829,17_3501,17_3306,30
1830,17_3501,17_3307,91
1831,17_3501,17_3308,34
1832,17_3501,17_3309,460
1833,17_3501,17_3310,558
1834,17_3501,17_3401,421
1835,17_3501,17_3407,25274
1836,17_3501,17_3408,21443
1837,17_3501,17_3409,1768
1838,17_3501,17_3410,1666
1839,17_3501,17_3411,116
1840,17_3501,17_3412,164
1841,17_3501,17_3414,73
1842,17_3501,17_3415,656
1843,17_3501,17_3416,1131
1844,17_3501,17_3417,447
1845,17_3501,17_3418,723
1846,17_3501,17_3419,2306
1847,17_3501,17_3420,20167
