,origin_puma,dest_puma,od_counts
1848,17_3501,17_3421,40516
1849,17_3501,17_3422,62808
1850,17_3501,17_3501,76056
1851,17_3501,17_3502,26554
1852,17_3501,17_3503,73213
1853,17_3501,17_3504,73677
1854,17_3501,17_3520,82711
1855,17_3501,17_3521,114244
1856,17_3501,17_3522,55776
1857,17_3501,17_3523,21266
1858,17_3501,17_3524,9504
1859,17_3501,17_3525,4242
1860,17_3501,17_3526,315
1861,17_3501,17_3527,509
1862,17_3501,17_3528,94
1863,17_3501,17_3529,55
1864,17_3501,17_3530,132
1865,17_3501,17_3531,86
1866,17_3501,17_3602,6
1867,17_3501,17_3700,18
1868,17_3502,17_3005,283
1869,17_3502,17_3007,173
1870,17_3502,17_3008,62
1871,17_3502,17_3009,74
1872,17_3502,17_3102,1352
1873,17_3502,17_3105,913
1874,17_3502,17_3106,767
1875,17_3502,17_3107,650
1876,17_3502,17_3108,98
1877,17_3502,17_3202,508
1878,17_3502,17_3203,346
1879,17_3502,17_3204,705
1880,17_3502,17_3205,1174
1881,17_3502,17_3207,1375
1882,17_3502,17_3208,577
1883,17_3502,17_3209,417
1884,17_3502,17_3307,73
1885,17_3502,17_3308,27
1886,17_3502,17_3309,841
1887,17_3502,17_3310,396
1888,17_3502,17_3401,229
1889,17_3502,17_3407,14333
1890,17_3502,17_3408,17388
1891,17_3502,17_3409,2811
1892,17_3502,17_3410,557
1893,17_3502,17_3411,224
1894,17_3502,17_3413,2
1895,17_3502,17_3414,3
1896,17_3502,17_3415,393
1897,17_3502,17_3416,680
1898,17_3502,17_3417,112
1899,17_3502,17_3418,220
1900,17_3502,17_3419,825
1901,17_3502,17_3420,3806
1902,17_3502,17_3421,30347
1903,17_3502,17_3422,26648
1904,17_3502,17_3501,140855
1905,17_3502,17_3502,106322
1906,17_3502,17_3503,94545
1907,17_3502,17_3504,57360
1908,17_3502,17_3520,36043
1909,17_3502,17_3521,59487
1910,17_3502,17_3522,57325
1911,17_3502,17_3523,26154
1912,17_3502,17_3524,29254
1913,17_3502,17_3525,29044
1914,17_3502,17_3526,2220
1915,17_3502,17_3527,3147
1916,17_3502,17_3528,488
1917,17_3502,17_3529,559
1918,17_3502,17_3530,116
1919,17_3502,17_3602,5
1920,17_3502,17_3700,251
1921,17_3503,17_3005,1027
1922,17_3503,17_3007,816
1923,17_3503,17_3008,201
1924,17_3503,17_3009,360
1925,17_3503,17_3102,3792
1926,17_3503,17_3105,4701
1927,17_3503,17_3106,5741
1928,17_3503,17_3107,3622
1929,17_3503,17_3108,383
1930,17_3503,17_3202,955
1931,17_3503,17_3203,1445
1932,17_3503,17_3204,3983
1933,17_3503,17_3205,2326
1934,17_3503,17_3207,5285
1935,17_3503,17_3208,1573
1936,17_3503,17_3209,1459
1937,17_3503,17_3306,18
1938,17_3503,17_3307,193
1939,17_3503,17_3308,156
1940,17_3503,17_3309,410
1941,17_3503,17_3310,363
1942,17_3503,17_3401,413
1943,17_3503,17_3407,19307
1944,17_3503,17_3408,11805
1945,17_3503,17_3409,2814
1946,17_3503,17_3410,2973
1947,17_3503,17_3411,76
1948,17_3503,17_3412,240
1949,17_3503,17_3413,4
1950,17_3503,17_3414,67
1951,17_3503,17_3415,330
1952,17_3503,17_3416,1653
1953,17_3503,17_3417,619
1954,17_3503,17_3418,1022
1955,17_3503,17_3419,2458
1956,17_3503,17_3420,21001
1957,17_3503,17_3421,27933
1958,17_3503,17_3422,51888
1959,17_3503,17_3501,36577
1960,17_3503,17_3502,13049
1961,17_3503,17_3503,34997
1962,17_3503,17_3504,62663
1963,17_3503,17_3520,75095
1964,17_3503,17_3521,73511
1965,17_3503,17_3522,53477
1966,17_3503,17_3523,20254
1967,17_3503,17_3524,5864
1968,17_3503,17_3525,1167
1969,17_3503,17_3526,481
1970,17_3503,17_3527,792
1971,17_3503,17_3528,220
1972,17_3503,17_3529,236
1973,17_3503,17_3530,44
1974,17_3503,17_3531,406
1975,17_3503,17_3532,1
1976,17_3503,17_3602,38
1977,17_3503,17_3700,330
1978,17_3504,17_3005,4757
1979,17_3504,17_3007,1502
1980,17_3504,17_3008,393
1981,17_3504,17_3009,997
1982,17_3504,17_3102,22714
1983,17_3504,17_3105,22779
1984,17_3504,17_3106,30031
1985,17_3504,17_3107,15955
1986,17_3504,17_3108,2900
1987,17_3504,17_3202,1903
1988,17_3504,17_3203,13076
1989,17_3504,17_3204,20549
1990,17_3504,17_3205,4192
1991,17_3504,17_3207,6095
1992,17_3504,17_3208,1653
1993,17_3504,17_3209,8342
1994,17_3504,17_3306,24
1995,17_3504,17_3307,137
1996,17_3504,17_3308,343
1997,17_3504,17_3309,422
1998,17_3504,17_3310,545
1999,17_3504,17_3401,388
2000,17_3504,17_3407,8747
2001,17_3504,17_3408,5694
2002,17_3504,17_3409,2940
2003,17_3504,17_3410,9881
2004,17_3504,17_3411,74
2005,17_3504,17_3412,387
2006,17_3504,17_3413,66
2007,17_3504,17_3414,242
2008,17_3504,17_3415,392
2009,17_3504,17_3416,1508
2010,17_3504,17_3417,825
2011,17_3504,17_3418,851
2012,17_3504,17_3419,3735
2013,17_3504,17_3420,31334
2014,17_3504,17_3421,21240
2015,17_3504,17_3422,31664
2016,17_3504,17_3501,12765
2017,17_3504,17_3502,6208
2018,17_3504,17_3503,12166
2019,17_3504,17_3504,34132
2020,17_3504,17_3520,43479
2021,17_3504,17_3521,33581
2022,17_3504,17_3522,28490
2023,17_3504,17_3523,9563
2024,17_3504,17_3524,4477
2025,17_3504,17_3525,881
2026,17_3504,17_3526,105
2027,17_3504,17_3527,181
2028,17_3504,17_3528,58
2029,17_3504,17_3529,118
2030,17_3504,17_3530,2
2031,17_3504,17_3531,830
2032,17_3504,17_3602,95
2033,17_3504,17_3700,3877
2034,17_3520,17_3005,7983
2035,17_3520,17_3007,1574
2036,17_3520,17_3008,316
2037,17_3520,17_3009,1131
2038,17_3520,17_3102,44286
2039,17_3520,17_3105,39339
2040,17_3520,17_3106,40464
2041,17_3520,17_3107,17294
2042,17_3520,17_3108,3502
2043,17_3520,17_3202,3148
2044,17_3520,17_3203,13841
2045,17_3520,17_3204,25509
2046,17_3520,17_3205,5979
2047,17_3520,17_3207,4840
2048,17_3520,17_3208,2351
2049,17_3520,17_3209,11074
2050,17_3520,17_3306,25
2051,17_3520,17_3307,111
2052,17_3520,17_3308,534
2053,17_3520,17_3309,557
2054,17_3520,17_3310,1393
2055,17_3520,17_3401,566
2056,17_3520,17_3407,11097
2057,17_3520,17_3408,4026
2058,17_3520,17_3409,5184
2059,17_3520,17_3410,15676
2060,17_3520,17_3411,57
2061,17_3520,17_3412,670
2062,17_3520,17_3413,260
2063,17_3520,17_3414,576
2064,17_3520,17_3415,996
2065,17_3520,17_3416,1989
2066,17_3520,17_3417,1310
2067,17_3520,17_3418,996
2068,17_3520,17_3419,3109
2069,17_3520,17_3420,21700
2070,17_3520,17_3421,16014
2071,17_3520,17_3422,27619
2072,17_3520,17_3501,4862
2073,17_3520,17_3502,3879
2074,17_3520,17_3503,9771
2075,17_3520,17_3504,17643
2076,17_3520,17_3520,23186
2077,17_3520,17_3521,14875
2078,17_3520,17_3522,7477
2079,17_3520,17_3523,2267
2080,17_3520,17_3524,2496
2081,17_3520,17_3525,800
2082,17_3520,17_3526,140
2083,17_3520,17_3527,501
2084,17_3520,17_3528,1
2085,17_3520,17_3529,1
2086,17_3520,17_3530,32
2087,17_3520,17_3531,1
2088,17_3520,17_3532,4
2089,17_3520,17_3602,143
2090,17_3520,17_3700,7357
2091,17_3521,17_3005,2301
2092,17_3521,17_3007,660
2093,17_3521,17_3008,186
2094,17_3521,17_3009,199
2095,17_3521,17_3102,30890
2096,17_3521,17_3105,25039
2097,17_3521,17_3106,18267
2098,17_3521,17_3107,13630
2099,17_3521,17_3108,4523
2100,17_3521,17_3202,1512
2101,17_3521,17_3203,3887
2102,17_3521,17_3204,10835
2103,17_3521,17_3205,3336
2104,17_3521,17_3207,6778
2105,17_3521,17_3208,1509
2106,17_3521,17_3209,1962
2107,17_3521,17_3306,1
2108,17_3521,17_3307,64
2109,17_3521,17_3308,141
2110,17_3521,17_3309,347
2111,17_3521,17_3310,854
2112,17_3521,17_3401,962
2113,17_3521,17_3407,33754
2114,17_3521,17_3408,17831
2115,17_3521,17_3409,6566
2116,17_3521,17_3410,9230
2117,17_3521,17_3411,465
2118,17_3521,17_3412,518
2119,17_3521,17_3413,218
2120,17_3521,17_3414,559
2121,17_3521,17_3415,889
2122,17_3521,17_3416,2099
2123,17_3521,17_3417,978
2124,17_3521,17_3418,943
2125,17_3521,17_3419,6448
2126,17_3521,17_3420,48802
2127,17_3521,17_3421,30846
2128,17_3521,17_3422,57188
2129,17_3521,17_3501,26893
2130,17_3521,17_3502,59791
2131,17_3521,17_3503,42172
2132,17_3521,17_3504,54168
2133,17_3521,17_3520,52737
2134,17_3521,17_3521,44299
2135,17_3521,17_3522,64169
2136,17_3521,17_3523,25778
2137,17_3521,17_3524,46871
2138,17_3521,17_3525,21764
2139,17_3521,17_3526,4383
2140,17_3521,17_3527,2947
2141,17_3521,17_3528,130
2142,17_3521,17_3529,213
2143,17_3521,17_3530,121
2144,17_3521,17_3531,122
2145,17_3521,17_3532,140
2146,17_3521,17_3602,61
2147,17_3521,17_3700,3212
2148,17_3522,17_3005,392
2149,17_3522,17_3007,371
2150,17_3522,17_3008,48
2151,17_3522,17_3009,73
2152,17_3522,17_3102,12387
2153,17_3522,17_3105,7921
2154,17_3522,17_3106,3440
2155,17_3522,17_3107,7918
2156,17_3522,17_3108,2397
2157,17_3522,17_3202,979
2158,17_3522,17_3203,1883
2159,17_3522,17_3204,4312
2160,17_3522,17_3205,1808
2161,17_3522,17_3207,4073
2162,17_3522,17_3208,1024
2163,17_3522,17_3209,1052
2164,17_3522,17_3308,69
2165,17_3522,17_3309,164
2166,17_3522,17_3310,362
2167,17_3522,17_3401,263
2168,17_3522,17_3407,17329
2169,17_3522,17_3408,17004
2170,17_3522,17_3409,3687
2171,17_3522,17_3410,4205
2172,17_3522,17_3411,405
2173,17_3522,17_3412,231
2174,17_3522,17_3413,32
2175,17_3522,17_3414,166
2176,17_3522,17_3415,465
2177,17_3522,17_3416,1143
2178,17_3522,17_3417,272
2179,17_3522,17_3418,612
2180,17_3522,17_3419,3528
2181,17_3522,17_3420,29224
2182,17_3522,17_3421,20169
2183,17_3522,17_3422,45113
2184,17_3522,17_3501,44096
2185,17_3522,17_3502,37022
2186,17_3522,17_3503,42917
2187,17_3522,17_3504,50129
2188,17_3522,17_3520,53744
2189,17_3522,17_3521,48805
2190,17_3522,17_3522,34506
2191,17_3522,17_3523,19475
2192,17_3522,17_3524,10909
2193,17_3522,17_3525,6440
2194,17_3522,17_3526,2966
2195,17_3522,17_3527,1581
2196,17_3522,17_3528,346
2197,17_3522,17_3529,294
2198,17_3522,17_3532,136
2199,17_3522,17_3602,12
2200,17_3522,17_3700,610
2201,17_3523,17_3005,378
2202,17_3523,17_3007,593
2203,17_3523,17_3008,98
2204,17_3523,17_3009,213
2205,17_3523,17_3102,2753
2206,17_3523,17_3105,1400
2207,17_3523,17_3106,912
2208,17_3523,17_3107,1940
2209,17_3523,17_3108,708
2210,17_3523,17_3202,1577
2211,17_3523,17_3203,760
2212,17_3523,17_3204,3170
2213,17_3523,17_3205,4216
2214,17_3523,17_3207,3252
2215,17_3523,17_3208,1304
2216,17_3523,17_3209,1124
2217,17_3523,17_3308,16
2218,17_3523,17_3309,109
2219,17_3523,17_3310,195
2220,17_3523,17_3401,1010
2221,17_3523,17_3407,63739
2222,17_3523,17_3408,70640
2223,17_3523,17_3409,32582
2224,17_3523,17_3410,3935
2225,17_3523,17_3411,2551
2226,17_3523,17_3412,18
2227,17_3523,17_3413,6
2228,17_3523,17_3414,37
2229,17_3523,17_3415,412
2230,17_3523,17_3416,504
2231,17_3523,17_3417,495
2232,17_3523,17_3418,652
2233,17_3523,17_3419,2046
2234,17_3523,17_3420,8611
2235,17_3523,17_3421,6096
2236,17_3523,17_3422,24682
2237,17_3523,17_3501,26664
2238,17_3523,17_3502,65818
2239,17_3523,17_3503,35054
2240,17_3523,17_3504,23445
2241,17_3523,17_3520,17021
2242,17_3523,17_3521,57576
2243,17_3523,17_3522,50738
2244,17_3523,17_3523,66632
2245,17_3523,17_3524,83368
2246,17_3523,17_3525,66398
2247,17_3523,17_3526,26378
2248,17_3523,17_3527,35658
2249,17_3523,17_3528,4023
2250,17_3523,17_3529,4711
2251,17_3523,17_3530,1391
2252,17_3523,17_3531,782
2253,17_3523,17_3532,238
2254,17_3523,17_3602,7
2255,17_3523,17_3700,288
2256,17_3524,17_3005,545
2257,17_3524,17_3007,324
2258,17_3524,17_3008,82
2259,17_3524,17_3009,319
2260,17_3524,17_3102,380
2261,17_3524,17_3105,524
2262,17_3524,17_3106,789
2263,17_3524,17_3107,431
2264,17_3524,17_3108,79
2265,17_3524,17_3202,1069
2266,17_3524,17_3203,916
2267,17_3524,17_3204,3370
2268,17_3524,17_3205,3829
2269,17_3524,17_3207,1670
2270,17_3524,17_3208,1045
2271,17_3524,17_3209,809
2272,17_3524,17_3306,24
2273,17_3524,17_3307,14
2274,17_3524,17_3308,36
2275,17_3524,17_3309,74
2276,17_3524,17_3310,256
2277,17_3524,17_3401,396
2278,17_3524,17_3407,53453
2279,17_3524,17_3408,101591
2280,17_3524,17_3409,69550
2281,17_3524,17_3410,3547
2282,17_3524,17_3411,3988
2283,17_3524,17_3412,152
2284,17_3524,17_3413,178
2285,17_3524,17_3414,84
2286,17_3524,17_3415,193
2287,17_3524,17_3416,287
2288,17_3524,17_3417,448
2289,17_3524,17_3418,668
2290,17_3524,17_3419,1715
2291,17_3524,17_3420,2221
2292,17_3524,17_3421,4940
2293,17_3524,17_3422,9437
2294,17_3524,17_3501,32312
2295,17_3524,17_3502,44571
2296,17_3524,17_3503,29344
2297,17_3524,17_3504,21139
2298,17_3524,17_3520,14281
2299,17_3524,17_3521,62861
2300,17_3524,17_3522,31000
2301,17_3524,17_3523,117921
2302,17_3524,17_3524,166110
2303,17_3524,17_3525,124374
2304,17_3524,17_3526,43121
2305,17_3524,17_3527,78166
2306,17_3524,17_3528,9455
2307,17_3524,17_3529,6227
2308,17_3524,17_3530,3162
2309,17_3524,17_3531,578
2310,17_3524,17_3532,41
2311,17_3524,17_3700,324
2312,17_3525,17_3005,111
2313,17_3525,17_3007,88
2314,17_3525,17_3008,23
2315,17_3525,17_3009,43
2316,17_3525,17_3102,85
2317,17_3525,17_3105,355
2318,17_3525,17_3106,357
2319,17_3525,17_3107,236
2320,17_3525,17_3108,66
2321,17_3525,17_3202,528
2322,17_3525,17_3203,398
2323,17_3525,17_3204,3655
2324,17_3525,17_3205,3210
2325,17_3525,17_3207,756
2326,17_3525,17_3208,365
2327,17_3525,17_3209,207
2328,17_3525,17_3307,14
2329,17_3525,17_3309,55
2330,17_3525,17_3310,179
2331,17_3525,17_3401,100
2332,17_3525,17_3407,37852
2333,17_3525,17_3408,59823
2334,17_3525,17_3409,53665
2335,17_3525,17_3410,2379
2336,17_3525,17_3411,2438
2337,17_3525,17_3412,191
2338,17_3525,17_3413,295
2339,17_3525,17_3414,108
2340,17_3525,17_3415,105
2341,17_3525,17_3416,124
2342,17_3525,17_3417,51
2343,17_3525,17_3418,65
2344,17_3525,17_3419,528
2345,17_3525,17_3420,1334
2346,17_3525,17_3421,2960
2347,17_3525,17_3422,2427
2348,17_3525,17_3501,20003
2349,17_3525,17_3502,46296
2350,17_3525,17_3503,14067
2351,17_3525,17_3504,8774
2352,17_3525,17_3520,3994
2353,17_3525,17_3521,26197
2354,17_3525,17_3522,17604
2355,17_3525,17_3523,139625
2356,17_3525,17_3524,248292
2357,17_3525,17_3525,173211
2358,17_3525,17_3526,41136
2359,17_3525,17_3527,43245
2360,17_3525,17_3528,8148
2361,17_3525,17_3529,8861
2362,17_3525,17_3530,1788
2363,17_3525,17_3531,662
2364,17_3525,17_3532,262
2365,17_3525,17_3700,103
2366,17_3526,17_3005,953
2367,17_3526,17_3007,735
2368,17_3526,17_3008,146
2369,17_3526,17_3009,341
2370,17_3526,17_3102,212
2371,17_3526,17_3105,696
2372,17_3526,17_3106,939
2373,17_3526,17_3107,308
2374,17_3526,17_3108,79
2375,17_3526,17_3202,1091
2376,17_3526,17_3203,883
2377,17_3526,17_3204,3034
2378,17_3526,17_3205,2819
2379,17_3526,17_3207,1208
2380,17_3526,17_3208,1416
2381,17_3526,17_3209,1984
2382,17_3526,17_3308,19
2383,17_3526,17_3309,36
2384,17_3526,17_3310,294
2385,17_3526,17_3401,101
2386,17_3526,17_3407,29433
2387,17_3526,17_3408,44524
2388,17_3526,17_3409,36163
2389,17_3526,17_3410,4375
2390,17_3526,17_3411,4159
2391,17_3526,17_3412,498
2392,17_3526,17_3413,164
2393,17_3526,17_3414,76
2394,17_3526,17_3415,212
2395,17_3526,17_3416,476
2396,17_3526,17_3417,186
2397,17_3526,17_3418,206
2398,17_3526,17_3419,398
2399,17_3526,17_3420,582
2400,17_3526,17_3421,781
2401,17_3526,17_3422,1177
2402,17_3526,17_3501,2273
2403,17_3526,17_3502,6867
2404,17_3526,17_3503,3099
2405,17_3526,17_3504,3333
2406,17_3526,17_3520,1083
2407,17_3526,17_3521,21519
2408,17_3526,17_3522,5590
2409,17_3526,17_3523,52860
2410,17_3526,17_3524,101447
2411,17_3526,17_3525,100128
2412,17_3526,17_3526,38127
2413,17_3526,17_3527,32812
2414,17_3526,17_3528,9327
2415,17_3526,17_3529,13198
2416,17_3526,17_3530,2951
2417,17_3526,17_3531,2700
2418,17_3526,17_3532,412
2419,17_3526,17_3602,13
2420,17_3526,17_3700,672
2421,17_3527,17_3005,897
2422,17_3527,17_3007,1088
2423,17_3527,17_3008,177
2424,17_3527,17_3009,498
2425,17_3527,17_3102,250
2426,17_3527,17_3105,415
2427,17_3527,17_3106,1020
2428,17_3527,17_3107,310
2429,17_3527,17_3108,113
2430,17_3527,17_3202,1653
2431,17_3527,17_3203,1311
2432,17_3527,17_3204,2436
2433,17_3527,17_3205,3609
2434,17_3527,17_3207,2708
2435,17_3527,17_3208,1998
2436,17_3527,17_3209,2091
2437,17_3527,17_3307,33
2438,17_3527,17_3308,9
2439,17_3527,17_3309,213
2440,17_3527,17_3310,327
2441,17_3527,17_3401,161
2442,17_3527,17_3407,42145
2443,17_3527,17_3408,46174
2444,17_3527,17_3409,18323
2445,17_3527,17_3410,1761
2446,17_3527,17_3411,3945
2447,17_3527,17_3412,601
2448,17_3527,17_3413,449
2449,17_3527,17_3414,187
2450,17_3527,17_3415,244
2451,17_3527,17_3416,371
2452,17_3527,17_3417,360
2453,17_3527,17_3418,513
2454,17_3527,17_3419,1089
2455,17_3527,17_3420,1135
2456,17_3527,17_3421,1283
2457,17_3527,17_3422,3532
2458,17_3527,17_3501,5430
2459,17_3527,17_3502,14325
2460,17_3527,17_3503,6133
2461,17_3527,17_3504,4334
2462,17_3527,17_3520,1686
2463,17_3527,17_3521,35869
2464,17_3527,17_3522,9366
2465,17_3527,17_3523,48832
2466,17_3527,17_3524,51796
2467,17_3527,17_3525,42540
2468,17_3527,17_3526,30260
2469,17_3527,17_3527,22203
2470,17_3527,17_3528,22265
2471,17_3527,17_3529,27232
2472,17_3527,17_3530,3868
2473,17_3527,17_3531,2842
2474,17_3527,17_3532,1542
2475,17_3527,17_3602,9
2476,17_3527,17_3700,642
2477,17_3528,17_3005,640
2478,17_3528,17_3007,340
2479,17_3528,17_3008,57
2480,17_3528,17_3009,115
2481,17_3528,17_3102,461
2482,17_3528,17_3105,1089
2483,17_3528,17_3106,1494
2484,17_3528,17_3107,1538
2485,17_3528,17_3108,134
2486,17_3528,17_3202,792
2487,17_3528,17_3203,759
2488,17_3528,17_3204,3564
2489,17_3528,17_3205,2028
2490,17_3528,17_3207,1110
2491,17_3528,17_3208,1226
2492,17_3528,17_3209,1274
2493,17_3528,17_3308,7
2494,17_3528,17_3309,39
2495,17_3528,17_3310,230
2496,17_3528,17_3401,19
2497,17_3528,17_3407,6897
2498,17_3528,17_3408,10151
2499,17_3528,17_3409,46756
2500,17_3528,17_3410,20727
2501,17_3528,17_3411,44686
2502,17_3528,17_3412,4121
2503,17_3528,17_3413,1838
2504,17_3528,17_3414,602
2505,17_3528,17_3415,118
2506,17_3528,17_3416,258
2507,17_3528,17_3417,288
2508,17_3528,17_3418,415
2509,17_3528,17_3419,311
2510,17_3528,17_3420,387
2511,17_3528,17_3421,268
2512,17_3528,17_3422,831
2513,17_3528,17_3501,497
2514,17_3528,17_3502,6422
2515,17_3528,17_3503,1447
2516,17_3528,17_3504,1820
2517,17_3528,17_3520,801
2518,17_3528,17_3521,4873
2519,17_3528,17_3522,2476
2520,17_3528,17_3523,46738
2521,17_3528,17_3524,75112
2522,17_3528,17_3525,81034
2523,17_3528,17_3526,78619
2524,17_3528,17_3527,49093
2525,17_3528,17_3528,70222
2526,17_3528,17_3529,103887
2527,17_3528,17_3530,36203
2528,17_3528,17_3531,19039
2529,17_3528,17_3532,8388
2530,17_3528,17_3602,4
2531,17_3528,17_3700,597
2532,17_3529,17_3005,642
2533,17_3529,17_3007,229
2534,17_3529,17_3008,17
2535,17_3529,17_3009,41
2536,17_3529,17_3102,512
2537,17_3529,17_3105,1525
2538,17_3529,17_3106,1751
2539,17_3529,17_3107,1267
2540,17_3529,17_3108,120
2541,17_3529,17_3202,878
2542,17_3529,17_3203,600
2543,17_3529,17_3204,3444
2544,17_3529,17_3205,887
2545,17_3529,17_3207,645
2546,17_3529,17_3208,1079
2547,17_3529,17_3209,1037
2548,17_3529,17_3309,90
2549,17_3529,17_3310,297
2550,17_3529,17_3401,45
2551,17_3529,17_3407,5100
2552,17_3529,17_3408,11436
2553,17_3529,17_3409,44994
2554,17_3529,17_3410,25314
2555,17_3529,17_3411,58173
2556,17_3529,17_3412,8412
2557,17_3529,17_3413,1788
2558,17_3529,17_3414,982
2559,17_3529,17_3415,155
2560,17_3529,17_3416,356
2561,17_3529,17_3417,151
2562,17_3529,17_3418,190
2563,17_3529,17_3419,241
2564,17_3529,17_3420,304
2565,17_3529,17_3421,577
2566,17_3529,17_3422,371
2567,17_3529,17_3501,553
2568,17_3529,17_3502,2723
2569,17_3529,17_3503,1905
2570,17_3529,17_3504,842
2571,17_3529,17_3520,337
2572,17_3529,17_3521,5397
2573,17_3529,17_3522,2222
2574,17_3529,17_3523,50393
2575,17_3529,17_3524,74075
2576,17_3529,17_3525,74098
2577,17_3529,17_3526,126564
2578,17_3529,17_3527,74014
2579,17_3529,17_3528,84065
2580,17_3529,17_3529,52288
2581,17_3529,17_3530,47665
2582,17_3529,17_3531,47917
2583,17_3529,17_3532,7176
2584,17_3529,17_3700,859
2585,17_3530,17_3005,1316
2586,17_3530,17_3007,992
2587,17_3530,17_3008,118
2588,17_3530,17_3009,453
2589,17_3530,17_3102,856
2590,17_3530,17_3105,1443
2591,17_3530,17_3106,2664
2592,17_3530,17_3107,2619
2593,17_3530,17_3108,336
2594,17_3530,17_3202,1140
2595,17_3530,17_3203,1467
2596,17_3530,17_3204,5334
2597,17_3530,17_3205,2170
2598,17_3530,17_3207,1806
2599,17_3530,17_3208,1318
2600,17_3530,17_3209,1770
2601,17_3530,17_3308,1
2602,17_3530,17_3309,4
2603,17_3530,17_3310,204
2604,17_3530,17_3401,14
2605,17_3530,17_3407,3095
2606,17_3530,17_3408,2638
2607,17_3530,17_3409,34508
2608,17_3530,17_3410,22699
2609,17_3530,17_3411,41667
2610,17_3530,17_3412,7155
2611,17_3530,17_3413,5074
2612,17_3530,17_3414,1547
2613,17_3530,17_3415,80
2614,17_3530,17_3416,362
2615,17_3530,17_3417,442
2616,17_3530,17_3418,748
2617,17_3530,17_3419,939
2618,17_3530,17_3420,755
2619,17_3530,17_3421,695
2620,17_3530,17_3422,997
2621,17_3530,17_3501,99
2622,17_3530,17_3502,2142
2623,17_3530,17_3503,455
2624,17_3530,17_3504,321
2625,17_3530,17_3520,161
2626,17_3530,17_3521,1267
2627,17_3530,17_3522,1975
2628,17_3530,17_3523,11677
2629,17_3530,17_3524,15169
2630,17_3530,17_3525,14710
2631,17_3530,17_3526,35158
2632,17_3530,17_3527,29793
2633,17_3530,17_3528,74851
2634,17_3530,17_3529,77576
2635,17_3530,17_3530,42944
2636,17_3530,17_3531,47274
2637,17_3530,17_3532,13152
2638,17_3530,17_3602,1
2639,17_3530,17_3700,872
2640,17_3531,17_3005,675
2641,17_3531,17_3007,333
2642,17_3531,17_3009,122
2643,17_3531,17_3102,868
2644,17_3531,17_3105,1955
2645,17_3531,17_3106,2291
2646,17_3531,17_3107,3876
2647,17_3531,17_3108,452
2648,17_3531,17_3202,874
2649,17_3531,17_3203,1084
2650,17_3531,17_3204,5516
2651,17_3531,17_3205,2131
2652,17_3531,17_3207,1691
2653,17_3531,17_3208,1133
2654,17_3531,17_3209,1092
2655,17_3531,17_3310,4
2656,17_3531,17_3401,3
2657,17_3531,17_3407,3253
2658,17_3531,17_3408,1449
2659,17_3531,17_3409,59556
2660,17_3531,17_3410,43050
2661,17_3531,17_3411,78271
2662,17_3531,17_3412,9937
2663,17_3531,17_3413,5558
2664,17_3531,17_3414,2329
2665,17_3531,17_3415,1
2666,17_3531,17_3416,32
2667,17_3531,17_3417,120
2668,17_3531,17_3418,309
2669,17_3531,17_3419,504
2670,17_3531,17_3420,404
2671,17_3531,17_3421,246
2672,17_3531,17_3422,1106
2673,17_3531,17_3501,81
2674,17_3531,17_3502,1031
2675,17_3531,17_3503,102
2676,17_3531,17_3504,234
2677,17_3531,17_3520,309
2678,17_3531,17_3521,394
2679,17_3531,17_3522,1811
2680,17_3531,17_3523,5508
2681,17_3531,17_3524,8295
2682,17_3531,17_3525,12108
2683,17_3531,17_3526,29198
2684,17_3531,17_3527,39637
2685,17_3531,17_3528,117364
2686,17_3531,17_3529,109804
2687,17_3531,17_3530,83771
2688,17_3531,17_3531,79372
2689,17_3531,17_3532,18000
2690,17_3531,17_3700,706
2691,17_3532,17_3005,767
2692,17_3532,17_3007,272
2693,17_3532,17_3009,72
2694,17_3532,17_3102,2377
2695,17_3532,17_3105,3448
2696,17_3532,17_3106,2482
2697,17_3532,17_3107,6182
2698,17_3532,17_3108,799
2699,17_3532,17_3202,1051
2700,17_3532,17_3203,1259
2701,17_3532,17_3204,3376
2702,17_3532,17_3205,1104
2703,17_3532,17_3207,1396
2704,17_3532,17_3208,1093
2705,17_3532,17_3209,1447
2706,17_3532,17_3310,5
2707,17_3532,17_3401,4
2708,17_3532,17_3407,1082
2709,17_3532,17_3408,397
2710,17_3532,17_3409,26350
2711,17_3532,17_3410,27671
2712,17_3532,17_3411,62549
2713,17_3532,17_3412,17211
2714,17_3532,17_3413,11223
2715,17_3532,17_3414,5013
2716,17_3532,17_3415,15
2717,17_3532,17_3416,31
2718,17_3532,17_3417,75
2719,17_3532,17_3418,246
2720,17_3532,17_3419,693
2721,17_3532,17_3420,672
2722,17_3532,17_3421,496
2723,17_3532,17_3422,796
2724,17_3532,17_3501,206
2725,17_3532,17_3502,55
2726,17_3532,17_3503,553
2727,17_3532,17_3504,500
2728,17_3532,17_3520,289
2729,17_3532,17_3521,652
2730,17_3532,17_3522,114
2731,17_3532,17_3523,1714
2732,17_3532,17_3524,2342
2733,17_3532,17_3525,2377
2734,17_3532,17_3526,13214
2735,17_3532,17_3527,23287
2736,17_3532,17_3528,99080
2737,17_3532,17_3529,56354
2738,17_3532,17_3530,78707
2739,17_3532,17_3531,114078
2740,17_3532,17_3532,36742
2741,17_3532,17_3700,926
2742,17_3601,17_3007,31
2743,17_3601,17_3008,1330
2744,17_3601,17_3009,195
2745,17_3601,17_3202,8
