,origin_puma,dest_puma,od_counts,color
877,06_4102,06_1303,155,green
878,06_4102,06_1304,247,green
879,06_4102,06_1305,94,green
880,06_4102,06_1306,164,green
881,06_4102,06_1307,15,green
882,06_4102,06_1308,13,green
883,06_4102,06_1309,6,green
884,06_4102,06_4101,1235,green
885,06_4102,06_4102,4678,green
886,06_4102,06_7501,223,green
887,06_4102,06_7502,1527,green
888,06_4102,06_7503,1177,green
889,06_4102,06_7504,9,green
890,06_4102,06_7505,8,green
891,06_4102,06_7506,4,green
892,06_4102,06_7507,1,green
893,06_4102,06_8101,31,green
894,06_4102,06_8102,52,green
895,06_4102,06_8103,79,green
896,06_4102,06_8104,81,green
897,06_4102,06_8105,48,green
898,06_4102,06_8106,29,green
899,06_4102,06_8501,7,green
900,06_4102,06_8502,3,green
901,06_4102,06_8504,3,green
902,06_7501,06_101,2248,green
903,06_7501,06_102,1426,green
904,06_7501,06_103,116,green
905,06_7501,06_104,229,green
906,06_7501,06_105,1340,green
907,06_7501,06_106,312,green
908,06_7501,06_107,61,green
909,06_7501,06_108,29,green
910,06_7501,06_109,8,green
911,06_7501,06_110,76,green
912,06_7501,06_1301,9733,lime
913,06_7501,06_1302,1551,green
914,06_7501,06_1303,79,green
915,06_7501,06_1304,243,green
916,06_7501,06_1305,47,green
917,06_7501,06_1306,94,green
918,06_7501,06_1307,3,green
919,06_7501,06_4101,5722,lime
920,06_7501,06_4102,17572,yellow
921,06_7501,06_7501,56147,red
922,06_7501,06_7502,60690,red
923,06_7501,06_7503,65773,red
924,06_7501,06_7504,35516,orange
925,06_7501,06_7505,34467,orange
926,06_7501,06_7506,19664,yellow
927,06_7501,06_7507,4563,green
928,06_7501,06_8101,230,green
929,06_7501,06_8102,7297,lime
930,06_7501,06_8103,30,green
931,06_7501,06_8104,468,green
932,06_7501,06_8105,472,green
933,06_7501,06_8106,9,green
934,06_7501,06_8501,34,green
935,06_7501,06_8502,17,green
936,06_7502,06_101,5655,lime
937,06_7502,06_102,3602,green
938,06_7502,06_103,293,green
939,06_7502,06_104,277,green
940,06_7502,06_105,729,green
941,06_7502,06_106,112,green
942,06_7502,06_107,98,green
943,06_7502,06_108,55,green
944,06_7502,06_109,36,green
945,06_7502,06_110,71,green
946,06_7502,06_1301,17784,yellow
947,06_7502,06_1302,5129,lime
948,06_7502,06_1303,1033,green
949,06_7502,06_1304,582,green
950,06_7502,06_1305,79,green
951,06_7502,06_1306,643,green
952,06_7502,06_1307,39,green
953,06_7502,06_1308,18,green
954,06_7502,06_1309,10,green
955,06_7502,06_4101,4856,green
956,06_7502,06_4102,13162,yellow
957,06_7502,06_7501,51687,red
958,06_7502,06_7502,107206,darkred
959,06_7502,06_7503,109915,darkred
960,06_7502,06_7504,55286,red
961,06_7502,06_7505,11059,yellow
962,06_7502,06_7506,25568,orange
963,06_7502,06_7507,31058,orange
964,06_7502,06_8101,973,green
965,06_7502,06_8102,557,green
966,06_7502,06_8103,17,green
967,06_7502,06_8104,256,green
968,06_7502,06_8105,252,green
969,06_7502,06_8106,31,green
970,06_7502,06_8501,48,green
971,06_7502,06_8502,33,green
972,06_7502,06_8503,20,green
973,06_7502,06_8504,3,green
974,06_7502,06_8507,6,green
975,06_7502,06_8508,2,green
976,06_7503,06_101,5791,lime
977,06_7503,06_102,3665,green
978,06_7503,06_103,252,green
979,06_7503,06_104,134,green
980,06_7503,06_105,1121,green
981,06_7503,06_106,719,green
982,06_7503,06_107,6,green
983,06_7503,06_108,69,green
984,06_7503,06_109,69,green
985,06_7503,06_110,5,green
986,06_7503,06_1301,20835,yellow
987,06_7503,06_1302,3723,green
988,06_7503,06_1303,72,green
989,06_7503,06_1304,50,green
990,06_7503,06_1305,6,green
991,06_7503,06_1306,25,green
992,06_7503,06_4101,7140,lime
993,06_7503,06_4102,19301,yellow
994,06_7503,06_7501,186795,darkred
995,06_7503,06_7502,173517,darkred
996,06_7503,06_7503,293001,darkred
997,06_7503,06_7504,192709,darkred
998,06_7503,06_7505,86874,red
999,06_7503,06_7506,103768,darkred
1000,06_7503,06_7507,63105,red
1001,06_7503,06_8101,3506,green
1002,06_7503,06_8102,16339,yellow
1003,06_7503,06_8103,2198,green
1004,06_7503,06_8104,1419,green
1005,06_7503,06_8105,687,green
1006,06_7503,06_8106,85,green
1007,06_7503,06_8501,296,green
1008,06_7503,06_8502,2,green
1009,06_7503,06_8503,2,green
1010,06_7503,06_8507,2,green
1011,06_7504,06_101,1487,green
1012,06_7504,06_102,1621,green
1013,06_7504,06_103,160,green
1014,06_7504,06_104,17,green
1015,06_7504,06_105,792,green
1016,06_7504,06_106,236,green
1017,06_7504,06_107,17,green
1018,06_7504,06_108,11,green
1019,06_7504,06_109,7,green
1020,06_7504,06_110,9,green
1021,06_7504,06_1301,21273,yellow
1022,06_7504,06_1302,4271,green
1023,06_7504,06_1303,234,green
1024,06_7504,06_1304,164,green
1025,06_7504,06_1305,9,green
1026,06_7504,06_1306,37,green
1027,06_7504,06_1308,3,green
1028,06_7504,06_1309,3,green
1029,06_7504,06_4101,6964,lime
1030,06_7504,06_4102,26633,orange
1031,06_7504,06_7501,102979,darkred
1032,06_7504,06_7502,68350,red
1033,06_7504,06_7503,155529,darkred
1034,06_7504,06_7504,94934,red
1035,06_7504,06_7505,48414,orange
1036,06_7504,06_7506,26615,orange
1037,06_7504,06_7507,7086,lime
1038,06_7504,06_8101,1747,green
1039,06_7504,06_8102,14400,yellow
1040,06_7504,06_8103,807,green
1041,06_7504,06_8104,197,green
1042,06_7504,06_8105,7,green
1043,06_7504,06_8106,38,green
1044,06_7504,06_8501,194,green
1045,06_7504,06_8502,2,green
1046,06_7504,06_8503,2,green
1047,06_7504,06_8504,2,green
1048,06_7504,06_8507,5,green
1049,06_7504,06_8508,3,green
1050,06_7505,06_101,1620,green
1051,06_7505,06_102,497,green
1052,06_7505,06_103,155,green
1053,06_7505,06_104,5,green
1054,06_7505,06_105,228,green
1055,06_7505,06_106,15,green
1056,06_7505,06_107,16,green
1057,06_7505,06_108,15,green
1058,06_7505,06_109,8,green
1059,06_7505,06_110,18,green
1060,06_7505,06_1301,14946,yellow
1061,06_7505,06_1302,3190,green
1062,06_7505,06_1303,152,green
1063,06_7505,06_1304,164,green
1064,06_7505,06_1305,25,green
1065,06_7505,06_1306,89,green
1066,06_7505,06_1307,2,green
1067,06_7505,06_1308,3,green
1068,06_7505,06_1309,3,green
1069,06_7505,06_4101,4093,green
1070,06_7505,06_4102,18201,yellow
1071,06_7505,06_7501,17722,yellow
1072,06_7505,06_7502,27104,orange
1073,06_7505,06_7503,21040,yellow
1074,06_7505,06_7504,3526,green
1075,06_7505,06_7505,911,green
1076,06_7505,06_7506,246,green
1077,06_7505,06_7507,356,green
1078,06_7505,06_8101,26,green
1079,06_7505,06_8102,21,green
1080,06_7505,06_8103,9,green
1081,06_7505,06_8104,92,green
1082,06_7505,06_8105,45,green
1083,06_7505,06_8106,11,green
1084,06_7505,06_8501,11,green
1085,06_7505,06_8502,1,green
1086,06_7505,06_8504,4,green
1087,06_7506,06_101,1920,green
1088,06_7506,06_102,1658,green
1089,06_7506,06_103,312,green
1090,06_7506,06_104,414,green
1091,06_7506,06_105,1943,green
1092,06_7506,06_106,644,green
1093,06_7506,06_107,46,green
1094,06_7506,06_108,12,green
1095,06_7506,06_109,5,green
1096,06_7506,06_110,1151,green
1097,06_7506,06_1301,18647,yellow
1098,06_7506,06_1302,4717,green
1099,06_7506,06_1303,260,green
1100,06_7506,06_1304,584,green
1101,06_7506,06_1305,2831,green
1102,06_7506,06_1306,641,green
1103,06_7506,06_1307,259,green
1104,06_7506,06_1308,172,green
1105,06_7506,06_1309,75,green
1106,06_7506,06_4101,4461,green
1107,06_7506,06_4102,17820,yellow
1108,06_7506,06_7501,29769,orange
1109,06_7506,06_7502,25828,orange
1110,06_7506,06_7503,28173,orange
1111,06_7506,06_7504,24348,yellow
1112,06_7506,06_7505,17107,yellow
1113,06_7506,06_7506,3912,green
1114,06_7506,06_7507,2907,green
1115,06_7506,06_8101,547,green
1116,06_7506,06_8102,859,green
1117,06_7506,06_8103,315,green
1118,06_7506,06_8104,85,green
1119,06_7506,06_8105,38,green
1120,06_7506,06_8106,4,green
1121,06_7506,06_8501,8,green
1122,06_7506,06_8502,1,green
1123,06_7506,06_8504,2,green
1124,06_7506,06_8507,3,green
1125,06_7506,06_8508,3,green
1126,06_7507,06_101,776,green
1127,06_7507,06_102,767,green
1128,06_7507,06_103,566,green
1129,06_7507,06_104,681,green
1130,06_7507,06_105,816,green
1131,06_7507,06_106,752,green
1132,06_7507,06_107,212,green
1133,06_7507,06_108,102,green
1134,06_7507,06_109,58,green
1135,06_7507,06_110,1980,green
1136,06_7507,06_1301,14343,yellow
1137,06_7507,06_1302,3674,green
1138,06_7507,06_1303,480,green
1139,06_7507,06_1304,889,green
1140,06_7507,06_1305,3401,green
1141,06_7507,06_1306,938,green
1142,06_7507,06_1307,329,green
1143,06_7507,06_1308,198,green
1144,06_7507,06_1309,85,green
1145,06_7507,06_4101,2147,green
1146,06_7507,06_4102,8650,lime
1147,06_7507,06_7501,33425,orange
1148,06_7507,06_7502,30295,orange
1149,06_7507,06_7503,61668,red
1150,06_7507,06_7504,38146,orange
1151,06_7507,06_7505,20995,yellow
1152,06_7507,06_7506,15814,yellow
1153,06_7507,06_7507,8514,lime
1154,06_7507,06_8101,3754,green
1155,06_7507,06_8102,3194,green
1156,06_7507,06_8103,609,green
1157,06_7507,06_8104,115,green
1158,06_7507,06_8105,25,green
1159,06_7507,06_8106,25,green
1160,06_7507,06_8501,25,green
1161,06_7507,06_8502,19,green
1162,06_7507,06_8503,18,green
1163,06_7507,06_8504,61,green
1164,06_7507,06_8505,1,green
1165,06_7507,06_8506,43,green
1166,06_7507,06_8507,24,green
1167,06_7507,06_8508,9,green
1168,06_7507,06_8509,19,green
1169,06_7507,06_8514,10,green
1170,06_7507,06_8701,3,green
1171,06_8101,06_101,11,green
1172,06_8101,06_102,63,green
1173,06_8101,06_103,514,green
1174,06_8101,06_104,997,green
1175,06_8101,06_105,1036,green
1176,06_8101,06_106,1728,green
1177,06_8101,06_107,302,green
1178,06_8101,06_108,107,green
1179,06_8101,06_109,92,green
1180,06_8101,06_110,3098,green
1181,06_8101,06_1301,158,green
1182,06_8101,06_1302,79,green
1183,06_8101,06_1303,713,green
1184,06_8101,06_1304,1590,green
1185,06_8101,06_1305,5984,lime
1186,06_8101,06_1306,1798,green
1187,06_8101,06_1307,600,green
1188,06_8101,06_1308,336,green
1189,06_8101,06_1309,135,green
1190,06_8101,06_4101,50,green
1191,06_8101,06_4102,218,green
1192,06_8101,06_7501,188,green
1193,06_8101,06_7502,129,green
1194,06_8101,06_7503,579,green
1195,06_8101,06_7504,130,green
1196,06_8101,06_7505,184,green
1197,06_8101,06_7506,2169,green
1198,06_8101,06_7507,1150,green
1199,06_8101,06_8101,2688,green
1200,06_8101,06_8102,700,green
1201,06_8101,06_8103,161,green
1202,06_8101,06_8104,178,green
1203,06_8101,06_8105,22,green
1204,06_8101,06_8106,20,green
1205,06_8101,06_8501,32,green
1206,06_8101,06_8502,68,green
1207,06_8101,06_8503,68,green
1208,06_8101,06_8504,134,green
1209,06_8101,06_8505,1,green
1210,06_8101,06_8506,67,green
1211,06_8101,06_8507,53,green
1212,06_8101,06_8508,23,green
1213,06_8101,06_8509,44,green
1214,06_8101,06_8510,1,green
1215,06_8101,06_8512,3,green
1216,06_8101,06_8513,1,green
1217,06_8101,06_8514,11,green
1218,06_8101,06_8701,5,green
1219,06_8102,06_101,5,green
1220,06_8102,06_102,21,green
1221,06_8102,06_103,433,green
1222,06_8102,06_104,647,green
1223,06_8102,06_105,858,green
1224,06_8102,06_106,1315,green
1225,06_8102,06_107,458,green
1226,06_8102,06_108,110,green
1227,06_8102,06_109,131,green
1228,06_8102,06_110,2697,green
1229,06_8102,06_1301,99,green
1230,06_8102,06_1303,239,green
1231,06_8102,06_1304,801,green
1232,06_8102,06_1305,4035,green
1233,06_8102,06_1306,717,green
1234,06_8102,06_1307,242,green
1235,06_8102,06_1308,244,green
1236,06_8102,06_1309,148,green
1237,06_8102,06_4101,81,green
1238,06_8102,06_4102,125,green
1239,06_8102,06_7501,453,green
1240,06_8102,06_7502,378,green
1241,06_8102,06_7503,1773,green
1242,06_8102,06_7504,1203,green
1243,06_8102,06_7505,500,green
1244,06_8102,06_7506,15591,yellow
1245,06_8102,06_7507,9871,lime
1246,06_8102,06_8101,17284,yellow
1247,06_8102,06_8102,7243,lime
1248,06_8102,06_8103,694,green
1249,06_8102,06_8104,322,green
1250,06_8102,06_8105,69,green
1251,06_8102,06_8106,67,green
1252,06_8102,06_8501,60,green
1253,06_8102,06_8502,60,green
1254,06_8102,06_8503,299,green
1255,06_8102,06_8504,417,green
1256,06_8102,06_8505,1,green
1257,06_8102,06_8506,110,green
1258,06_8102,06_8507,88,green
1259,06_8102,06_8508,38,green
1260,06_8102,06_8509,562,green
1261,06_8102,06_8510,38,green
1262,06_8102,06_8511,4,green
1263,06_8102,06_8512,3,green
1264,06_8102,06_8513,1,green
1265,06_8102,06_8514,149,green
1266,06_8102,06_8701,5,green
1267,06_8103,06_101,2,green
1268,06_8103,06_102,335,green
1269,06_8103,06_103,554,green
1270,06_8103,06_104,4051,green
1271,06_8103,06_105,10283,yellow
1272,06_8103,06_106,16973,yellow
1273,06_8103,06_107,13654,yellow
1274,06_8103,06_108,3449,green
1275,06_8103,06_109,808,green
1276,06_8103,06_110,779,green
1277,06_8103,06_1301,4,green
1278,06_8103,06_1303,68,green
1279,06_8103,06_1304,501,green
1280,06_8103,06_1305,915,green
1281,06_8103,06_1306,175,green
1282,06_8103,06_1308,36,green
1283,06_8103,06_1309,34,green
1284,06_8103,06_4101,48,green
1285,06_8103,06_4102,97,green
1286,06_8103,06_7501,39,green
1287,06_8103,06_7502,372,green
1288,06_8103,06_7503,1569,green
1289,06_8103,06_7504,1407,green
1290,06_8103,06_7505,395,green
1291,06_8103,06_7506,11846,yellow
1292,06_8103,06_7507,12304,yellow
1293,06_8103,06_8101,24603,yellow
1294,06_8103,06_8102,23986,yellow
1295,06_8103,06_8103,9663,lime
1296,06_8103,06_8104,4839,green
1297,06_8103,06_8105,1437,green
1298,06_8103,06_8106,1272,green
1299,06_8103,06_8501,354,green
1300,06_8103,06_8502,101,green
1301,06_8103,06_8503,28,green
1302,06_8103,06_8504,109,green
1303,06_8103,06_8505,28,green
1304,06_8103,06_8506,23,green
1305,06_8103,06_8507,123,green
1306,06_8103,06_8508,34,green
1307,06_8103,06_8509,29,green
1308,06_8103,06_8510,20,green
1309,06_8103,06_8511,51,green
1310,06_8103,06_8512,43,green
1311,06_8103,06_8513,27,green
1312,06_8103,06_8514,8,green
1313,06_8103,06_8701,87,green
1314,06_8104,06_101,4,green
1315,06_8104,06_102,481,green
1316,06_8104,06_103,1167,green
1317,06_8104,06_104,4854,green
1318,06_8104,06_105,15084,yellow
1319,06_8104,06_106,29532,orange
1320,06_8104,06_107,27347,orange
1321,06_8104,06_108,8129,lime
1322,06_8104,06_109,3274,green
1323,06_8104,06_110,3203,green
1324,06_8104,06_1301,47,green
1325,06_8104,06_1302,67,green
1326,06_8104,06_1303,24,green
1327,06_8104,06_1304,238,green
1328,06_8104,06_1305,1530,green
1329,06_8104,06_1306,110,green
1330,06_8104,06_1307,52,green
1331,06_8104,06_1308,2,green
1332,06_8104,06_4101,70,green
1333,06_8104,06_4102,122,green
1334,06_8104,06_7501,101,green
1335,06_8104,06_7502,400,green
1336,06_8104,06_7503,2242,green
1337,06_8104,06_7504,1423,green
1338,06_8104,06_7505,540,green
1339,06_8104,06_7506,6891,lime
1340,06_8104,06_7507,9497,lime
1341,06_8104,06_8101,17593,yellow
1342,06_8104,06_8102,23869,yellow
1343,06_8104,06_8103,17827,yellow
1344,06_8104,06_8104,8942,lime
1345,06_8104,06_8105,2398,green
1346,06_8104,06_8106,1898,green
1347,06_8104,06_8501,1043,green
1348,06_8104,06_8502,354,green
1349,06_8104,06_8503,159,green
1350,06_8104,06_8504,419,green
1351,06_8104,06_8505,55,green
1352,06_8104,06_8506,74,green
1353,06_8104,06_8507,226,green
1354,06_8104,06_8508,105,green
1355,06_8104,06_8509,79,green
1356,06_8104,06_8510,80,green
1357,06_8104,06_8511,124,green
1358,06_8104,06_8512,74,green
1359,06_8104,06_8513,50,green
1360,06_8104,06_8514,30,green
1361,06_8104,06_8701,178,green
1362,06_8105,06_101,38,green
1363,06_8105,06_102,896,green
1364,06_8105,06_103,1748,green
1365,06_8105,06_104,4404,green
1366,06_8105,06_105,23276,yellow
1367,06_8105,06_106,47081,orange
1368,06_8105,06_107,49693,orange
1369,06_8105,06_108,18682,yellow
1370,06_8105,06_109,5553,lime
1371,06_8105,06_110,3567,green
1372,06_8105,06_1301,56,green
1373,06_8105,06_1302,77,green
1374,06_8105,06_1303,8,green
1375,06_8105,06_1304,80,green
1376,06_8105,06_1305,1612,green
1377,06_8105,06_1306,106,green
1378,06_8105,06_1307,104,green
1379,06_8105,06_4101,48,green
1380,06_8105,06_4102,87,green
1381,06_8105,06_7501,114,green
1382,06_8105,06_7502,427,green
1383,06_8105,06_7503,1052,green
1384,06_8105,06_7504,943,green
1385,06_8105,06_7505,592,green
1386,06_8105,06_7506,5828,lime
1387,06_8105,06_7507,9372,lime
1388,06_8105,06_8101,18363,yellow
1389,06_8105,06_8102,26500,orange
1390,06_8105,06_8103,20032,yellow
1391,06_8105,06_8104,12895,yellow
1392,06_8105,06_8105,5002,lime
1393,06_8105,06_8106,2448,green
1394,06_8105,06_8501,740,green
1395,06_8105,06_8502,127,green
1396,06_8105,06_8503,126,green
1397,06_8105,06_8504,162,green
1398,06_8105,06_8505,33,green
1399,06_8105,06_8506,29,green
1400,06_8105,06_8507,296,green
1401,06_8105,06_8508,256,green
1402,06_8105,06_8509,137,green
1403,06_8105,06_8510,149,green
1404,06_8105,06_8511,229,green
1405,06_8105,06_8512,42,green
1406,06_8105,06_8513,11,green
1407,06_8105,06_8514,8,green
1408,06_8105,06_8701,173,green
1409,06_8106,06_101,22,green
1410,06_8106,06_102,1204,green
1411,06_8106,06_103,1892,green
1412,06_8106,06_104,2517,green
1413,06_8106,06_105,17729,yellow
1414,06_8106,06_106,39897,orange
1415,06_8106,06_107,54190,red
1416,06_8106,06_108,35941,orange
1417,06_8106,06_109,17331,yellow
1418,06_8106,06_110,7420,lime
1419,06_8106,06_1301,20,green
1420,06_8106,06_1302,17,green
1421,06_8106,06_1303,412,green
1422,06_8106,06_1304,584,green
1423,06_8106,06_1305,1966,green
1424,06_8106,06_1306,538,green
1425,06_8106,06_1307,104,green
1426,06_8106,06_1308,27,green
1427,06_8106,06_1309,27,green
1428,06_8106,06_4101,27,green
1429,06_8106,06_4102,56,green
1430,06_8106,06_7501,466,green
1431,06_8106,06_7502,252,green
1432,06_8106,06_7503,992,green
1433,06_8106,06_7504,596,green
1434,06_8106,06_7505,288,green
1435,06_8106,06_7506,1689,green
1436,06_8106,06_7507,5394,lime
1437,06_8106,06_8101,9347,lime
1438,06_8106,06_8102,19805,yellow
1439,06_8106,06_8103,19528,yellow
1440,06_8106,06_8104,20914,yellow
1441,06_8106,06_8105,18022,yellow
1442,06_8106,06_8106,11985,yellow
1443,06_8106,06_8501,5726,lime
1444,06_8106,06_8502,2394,green
1445,06_8106,06_8503,737,green
1446,06_8106,06_8504,2201,green
1447,06_8106,06_8505,36,green
1448,06_8106,06_8506,205,green
1449,06_8106,06_8507,342,green
1450,06_8106,06_8508,284,green
1451,06_8106,06_8509,447,green
1452,06_8106,06_8510,87,green
1453,06_8106,06_8511,125,green
1454,06_8106,06_8512,63,green
1455,06_8106,06_8513,39,green
1456,06_8106,06_8514,133,green
1457,06_8106,06_8701,56,green
1458,06_8501,06_101,19,green
1459,06_8501,06_102,509,green
1460,06_8501,06_103,923,green
1461,06_8501,06_104,1436,green
1462,06_8501,06_105,6777,lime
1463,06_8501,06_106,23593,yellow
1464,06_8501,06_107,43333,orange
1465,06_8501,06_108,53662,red
1466,06_8501,06_109,47623,orange
1467,06_8501,06_110,35803,orange
1468,06_8501,06_1301,10,green
1469,06_8501,06_1302,8,green
1470,06_8501,06_1303,406,green
1471,06_8501,06_1304,823,green
1472,06_8501,06_1305,7790,lime
1473,06_8501,06_1306,644,green
1474,06_8501,06_1308,78,green
1475,06_8501,06_1309,78,green
1476,06_8501,06_4101,3,green
1477,06_8501,06_4102,18,green
1478,06_8501,06_7501,258,green
1479,06_8501,06_7502,186,green
1480,06_8501,06_7503,832,green
1481,06_8501,06_7504,578,green
1482,06_8501,06_7505,131,green
1483,06_8501,06_7506,353,green
1484,06_8501,06_7507,1369,green
1485,06_8501,06_8101,2967,green
1486,06_8501,06_8102,7978,lime
1487,06_8501,06_8103,16829,yellow
1488,06_8501,06_8104,28294,orange
1489,06_8501,06_8105,39723,orange
1490,06_8501,06_8106,42528,orange
1491,06_8501,06_8501,24582,yellow
1492,06_8501,06_8502,11193,yellow
1493,06_8501,06_8503,3453,green
1494,06_8501,06_8504,12489,yellow
1495,06_8501,06_8505,338,green
1496,06_8501,06_8506,1781,green
1497,06_8501,06_8507,605,green
1498,06_8501,06_8508,236,green
1499,06_8501,06_8509,1781,green
1500,06_8501,06_8510,103,green
1501,06_8501,06_8511,208,green
1502,06_8501,06_8512,144,green
1503,06_8501,06_8513,139,green
1504,06_8501,06_8514,843,green
1505,06_8501,06_8701,126,green
1506,06_8502,06_101,6,green
1507,06_8502,06_102,376,green
1508,06_8502,06_103,578,green
1509,06_8502,06_104,1528,green
1510,06_8502,06_105,4368,green
1511,06_8502,06_106,15992,yellow
1512,06_8502,06_107,40917,orange
1513,06_8502,06_108,73042,red
1514,06_8502,06_109,80468,red
1515,06_8502,06_110,70764,red
1516,06_8502,06_1301,7,green
1517,06_8502,06_1302,5,green
1518,06_8502,06_1304,415,green
1519,06_8502,06_1305,14196,yellow
1520,06_8502,06_1306,291,green
1521,06_8502,06_1308,67,green
1522,06_8502,06_1309,67,green
1523,06_8502,06_4102,10,green
1524,06_8502,06_7501,23,green
1525,06_8502,06_7502,42,green
1526,06_8502,06_7503,39,green
1527,06_8502,06_7504,204,green
1528,06_8502,06_7505,94,green
1529,06_8502,06_7506,461,green
1530,06_8502,06_7507,598,green
1531,06_8502,06_8101,1548,green
1532,06_8502,06_8102,3740,green
1533,06_8502,06_8103,12703,yellow
1534,06_8502,06_8104,26090,orange
1535,06_8502,06_8105,44501,orange
1536,06_8502,06_8106,64701,red
1537,06_8502,06_8501,67970,red
1538,06_8502,06_8502,47964,orange
1539,06_8502,06_8503,14235,yellow
1540,06_8502,06_8504,36653,orange
1541,06_8502,06_8505,855,green
1542,06_8502,06_8506,4392,green
1543,06_8502,06_8507,4846,green
1544,06_8502,06_8508,2514,green
1545,06_8502,06_8509,4693,green
1546,06_8502,06_8510,505,green
1547,06_8502,06_8511,484,green
1548,06_8502,06_8512,222,green
1549,06_8502,06_8513,436,green
1550,06_8502,06_8514,1025,green
1551,06_8502,06_8701,362,green
1552,06_8503,06_101,2,green
1553,06_8503,06_102,68,green
1554,06_8503,06_103,102,green
1555,06_8503,06_104,640,green
1556,06_8503,06_105,1330,green
1557,06_8503,06_106,5365,lime
1558,06_8503,06_107,28055,orange
1559,06_8503,06_108,57199,red
1560,06_8503,06_109,68376,red
1561,06_8503,06_110,45038,orange
1562,06_8503,06_1304,157,green
1563,06_8503,06_1305,7736,lime
1564,06_8503,06_1306,131,green
1565,06_8503,06_1308,28,green
1566,06_8503,06_1309,28,green
1567,06_8503,06_7501,5,green
1568,06_8503,06_7502,12,green
1569,06_8503,06_7503,16,green
1570,06_8503,06_7504,28,green
1571,06_8503,06_7505,13,green
1572,06_8503,06_7506,21,green
1573,06_8503,06_7507,56,green
1574,06_8503,06_8101,307,green
1575,06_8503,06_8102,591,green
1576,06_8503,06_8103,3608,green
1577,06_8503,06_8104,9792,lime
1578,06_8503,06_8105,16624,yellow
1579,06_8503,06_8106,38885,orange
1580,06_8503,06_8501,82940,red
1581,06_8503,06_8502,95476,red
1582,06_8503,06_8503,39689,orange
1583,06_8503,06_8504,47939,orange
1584,06_8503,06_8505,3451,green
1585,06_8503,06_8506,3735,green
1586,06_8503,06_8507,17976,yellow
1587,06_8503,06_8508,8416,lime
1588,06_8503,06_8509,12991,yellow
1589,06_8503,06_8510,1990,green
1590,06_8503,06_8511,1313,green
1591,06_8503,06_8512,406,green
1592,06_8503,06_8513,789,green
1593,06_8503,06_8514,5175,lime
1594,06_8503,06_8701,764,green
1595,06_8504,06_101,5,green
1596,06_8504,06_102,130,green
1597,06_8504,06_103,379,green
1598,06_8504,06_104,646,green
1599,06_8504,06_105,2655,green
1600,06_8504,06_106,9021,lime
1601,06_8504,06_107,22640,yellow
1602,06_8504,06_108,39761,orange
1603,06_8504,06_109,40720,orange
1604,06_8504,06_110,25556,orange
1605,06_8504,06_1301,7,green
1606,06_8504,06_1302,5,green
1607,06_8504,06_1303,1,green
1608,06_8504,06_1304,574,green
1609,06_8504,06_1305,6033,lime
1610,06_8504,06_1306,590,green
1611,06_8504,06_1308,72,green
1612,06_8504,06_1309,72,green
1613,06_8504,06_4102,6,green
1614,06_8504,06_7501,16,green
1615,06_8504,06_7502,30,green
1616,06_8504,06_7503,37,green
1617,06_8504,06_7504,101,green
1618,06_8504,06_7505,84,green
1619,06_8504,06_7506,294,green
1620,06_8504,06_7507,603,green
1621,06_8504,06_8101,1682,green
1622,06_8504,06_8102,2689,green
1623,06_8504,06_8103,8850,lime
1624,06_8504,06_8104,12438,yellow
1625,06_8504,06_8105,23223,yellow
1626,06_8504,06_8106,43562,orange
1627,06_8504,06_8501,65947,red
1628,06_8504,06_8502,57682,red
1629,06_8504,06_8503,22903,yellow
1630,06_8504,06_8504,26287,orange
1631,06_8504,06_8505,1701,green
1632,06_8504,06_8506,1670,green
1633,06_8504,06_8507,12721,yellow
1634,06_8504,06_8508,5303,lime
1635,06_8504,06_8509,5882,lime
1636,06_8504,06_8510,763,green
1637,06_8504,06_8511,898,green
1638,06_8504,06_8512,177,green
1639,06_8504,06_8513,658,green
1640,06_8504,06_8514,3004,green
1641,06_8504,06_8701,750,green
1642,06_8505,06_103,18,green
1643,06_8505,06_104,32,green
1644,06_8505,06_105,296,green
1645,06_8505,06_106,567,green
1646,06_8505,06_107,3471,green
1647,06_8505,06_108,9093,lime
1648,06_8505,06_109,8079,lime
1649,06_8505,06_110,7833,lime
1650,06_8505,06_1304,177,green
1651,06_8505,06_1305,866,green
1652,06_8505,06_1306,160,green
1653,06_8505,06_1308,7,green
1654,06_8505,06_1309,7,green
1655,06_8505,06_7507,4,green
1656,06_8505,06_8101,39,green
1657,06_8505,06_8102,39,green
1658,06_8505,06_8103,336,green
1659,06_8505,06_8104,1956,green
1660,06_8505,06_8105,2205,green
1661,06_8505,06_8106,11933,yellow
1662,06_8505,06_8501,35986,orange
1663,06_8505,06_8502,49619,orange
1664,06_8505,06_8503,47588,orange
1665,06_8505,06_8504,28700,orange
1666,06_8505,06_8505,6615,lime
1667,06_8505,06_8506,862,green
1668,06_8505,06_8507,14946,yellow
1669,06_8505,06_8508,11889,yellow
1670,06_8505,06_8509,27425,orange
1671,06_8505,06_8510,5413,lime
1672,06_8505,06_8511,831,green
1673,06_8505,06_8512,434,green
1674,06_8505,06_8513,467,green
1675,06_8505,06_8514,10250,yellow
1676,06_8505,06_8701,397,green
1677,06_8506,06_102,18,green
1678,06_8506,06_103,40,green
1679,06_8506,06_104,35,green
1680,06_8506,06_105,447,green
1681,06_8506,06_106,1462,green
1682,06_8506,06_107,2073,green
1683,06_8506,06_108,2331,green
1684,06_8506,06_109,1491,green
