ct_id,time_period,color
6001400100,10:00 - 10:30,green
6001400100,6:00 - 6:30,green
6001400100,6:30 - 7:00,green
6001400100,7:00 - 7:30,green
6001400100,7:30 - 8:00,green
6001400100,8:00 - 8:30,green
6001400100,8:30 - 9:00,green
6001400100,9:00 - 9:30,green
6001400100,9:30 - 10:00,green
6001400200,10:00 - 10:30,green
6001400200,6:00 - 6:30,green
6001400200,6:30 - 7:00,green
6001400200,7:00 - 7:30,green
6001400200,7:30 - 8:00,green
6001400200,8:00 - 8:30,lime
6001400200,8:30 - 9:00,green
6001400200,9:00 - 9:30,green
6001400200,9:30 - 10:00,lime
6001400300,10:00 - 10:30,lime
6001400300,6:00 - 6:30,green
6001400300,6:30 - 7:00,lime
6001400300,7:00 - 7:30,lime
6001400300,7:30 - 8:00,lime
6001400300,8:00 - 8:30,lime
6001400300,8:30 - 9:00,lime
6001400300,9:00 - 9:30,lime
6001400300,9:30 - 10:00,lime
6001400400,10:00 - 10:30,green
6001400400,6:00 - 6:30,green
6001400400,6:30 - 7:00,green
6001400400,7:00 - 7:30,green
6001400400,7:30 - 8:00,green
6001400400,8:00 - 8:30,green
6001400400,8:30 - 9:00,green
6001400400,9:00 - 9:30,green
6001400400,9:30 - 10:00,green
6001400500,10:00 - 10:30,green
6001400500,6:00 - 6:30,green
6001400500,6:30 - 7:00,green
6001400500,7:00 - 7:30,green
6001400500,7:30 - 8:00,green
6001400500,8:00 - 8:30,green
6001400500,8:30 - 9:00,green
6001400500,9:00 - 9:30,green
6001400500,9:30 - 10:00,green
6001400600,10:00 - 10:30,green
6001400600,6:00 - 6:30,green
6001400600,6:30 - 7:00,green
6001400600,7:00 - 7:30,green
6001400600,7:30 - 8:00,green
6001400600,8:00 - 8:30,green
6001400600,8:30 - 9:00,green
6001400600,9:00 - 9:30,green
6001400600,9:30 - 10:00,green
6001400700,10:00 - 10:30,lime
6001400700,6:00 - 6:30,green
6001400700,6:30 - 7:00,green
6001400700,7:00 - 7:30,lime
6001400700,7:30 - 8:00,lime
6001400700,8:00 - 8:30,lime
6001400700,8:30 - 9:00,lime
6001400700,9:00 - 9:30,lime
6001400700,9:30 - 10:00,lime
6001400800,10:00 - 10:30,green
6001400800,6:00 - 6:30,green
6001400800,6:30 - 7:00,green
6001400800,7:00 - 7:30,green
6001400800,7:30 - 8:00,green
6001400800,8:00 - 8:30,green
6001400800,8:30 - 9:00,green
6001400800,9:00 - 9:30,green
6001400800,9:30 - 10:00,green
6001400900,10:00 - 10:30,green
6001400900,6:00 - 6:30,green
6001400900,6:30 - 7:00,green
6001400900,7:00 - 7:30,green
6001400900,7:30 - 8:00,green
6001400900,8:00 - 8:30,green
6001400900,8:30 - 9:00,green
6001400900,9:00 - 9:30,green
6001400900,9:30 - 10:00,green
6001401000,10:00 - 10:30,yellow
6001401000,6:00 - 6:30,lime
6001401000,6:30 - 7:00,yellow
6001401000,7:00 - 7:30,yellow
6001401000,7:30 - 8:00,yellow
6001401000,8:00 - 8:30,yellow
6001401000,8:30 - 9:00,yellow
6001401000,9:00 - 9:30,yellow
6001401000,9:30 - 10:00,yellow
6001401100,10:00 - 10:30,lime
6001401100,6:00 - 6:30,lime
6001401100,6:30 - 7:00,lime
6001401100,7:00 - 7:30,lime
6001401100,7:30 - 8:00,yellow
6001401100,8:00 - 8:30,yellow
6001401100,8:30 - 9:00,yellow
6001401100,9:00 - 9:30,yellow
6001401100,9:30 - 10:00,lime
6001401200,10:00 - 10:30,green
6001401200,6:00 - 6:30,green
6001401200,6:30 - 7:00,green
6001401200,7:00 - 7:30,green
6001401200,7:30 - 8:00,lime
6001401200,8:00 - 8:30,green
6001401200,8:30 - 9:00,green
6001401200,9:00 - 9:30,green
6001401200,9:30 - 10:00,green
6001401300,10:00 - 10:30,lime
6001401300,6:00 - 6:30,lime
6001401300,6:30 - 7:00,lime
6001401300,7:00 - 7:30,lime
6001401300,7:30 - 8:00,lime
6001401300,8:00 - 8:30,lime
6001401300,8:30 - 9:00,lime
6001401300,9:00 - 9:30,lime
6001401300,9:30 - 10:00,lime
6001401400,10:00 - 10:30,lime
6001401400,6:00 - 6:30,lime
6001401400,6:30 - 7:00,lime
6001401400,7:00 - 7:30,lime
6001401400,7:30 - 8:00,lime
6001401400,8:00 - 8:30,lime
6001401400,8:30 - 9:00,lime
6001401400,9:00 - 9:30,lime
6001401400,9:30 - 10:00,lime
6001401500,10:00 - 10:30,green
6001401500,6:00 - 6:30,green
6001401500,6:30 - 7:00,green
6001401500,7:00 - 7:30,green
6001401500,7:30 - 8:00,green
6001401500,8:00 - 8:30,green
6001401500,8:30 - 9:00,green
6001401500,9:00 - 9:30,green
6001401500,9:30 - 10:00,green
6001401600,10:00 - 10:30,green
6001401600,6:00 - 6:30,green
6001401600,6:30 - 7:00,green
6001401600,7:00 - 7:30,green
6001401600,7:30 - 8:00,green
6001401600,8:00 - 8:30,green
6001401600,8:30 - 9:00,green
6001401600,9:00 - 9:30,green
6001401600,9:30 - 10:00,green
6001401700,10:00 - 10:30,orange
6001401700,6:00 - 6:30,yellow
6001401700,6:30 - 7:00,yellow
6001401700,7:00 - 7:30,orange
6001401700,7:30 - 8:00,orange
6001401700,8:00 - 8:30,orange
6001401700,8:30 - 9:00,orange
6001401700,9:00 - 9:30,orange
6001401700,9:30 - 10:00,orange
6001401800,10:00 - 10:30,green
6001401800,6:00 - 6:30,green
6001401800,6:30 - 7:00,green
6001401800,7:00 - 7:30,green
6001401800,7:30 - 8:00,green
6001401800,8:00 - 8:30,green
6001401800,8:30 - 9:00,green
6001401800,9:00 - 9:30,green
6001401800,9:30 - 10:00,green
6001402200,10:00 - 10:30,lime
6001402200,6:00 - 6:30,lime
6001402200,6:30 - 7:00,lime
6001402200,7:00 - 7:30,lime
6001402200,7:30 - 8:00,lime
6001402200,8:00 - 8:30,lime
6001402200,8:30 - 9:00,lime
6001402200,9:00 - 9:30,lime
6001402200,9:30 - 10:00,lime
6001402400,10:00 - 10:30,green
6001402400,6:00 - 6:30,green
6001402400,6:30 - 7:00,green
6001402400,7:00 - 7:30,green
6001402400,7:30 - 8:00,green
6001402400,8:00 - 8:30,green
6001402400,8:30 - 9:00,green
6001402400,9:00 - 9:30,green
6001402400,9:30 - 10:00,green
6001402500,10:00 - 10:30,green
6001402500,6:00 - 6:30,green
6001402500,6:30 - 7:00,green
6001402500,7:00 - 7:30,green
6001402500,7:30 - 8:00,green
6001402500,8:00 - 8:30,green
6001402500,8:30 - 9:00,green
6001402500,9:00 - 9:30,green
6001402500,9:30 - 10:00,green
6001402600,10:00 - 10:30,green
6001402600,6:00 - 6:30,green
6001402600,6:30 - 7:00,green
6001402600,7:00 - 7:30,green
6001402600,7:30 - 8:00,green
6001402600,8:00 - 8:30,green
6001402600,8:30 - 9:00,green
6001402600,9:00 - 9:30,green
6001402600,9:30 - 10:00,green
6001402700,10:00 - 10:30,lime
6001402700,6:00 - 6:30,green
6001402700,6:30 - 7:00,green
6001402700,7:00 - 7:30,green
6001402700,7:30 - 8:00,green
6001402700,8:00 - 8:30,lime
6001402700,8:30 - 9:00,lime
6001402700,9:00 - 9:30,lime
6001402700,9:30 - 10:00,lime
6001402800,10:00 - 10:30,yellow
6001402800,6:00 - 6:30,lime
6001402800,6:30 - 7:00,yellow
6001402800,7:00 - 7:30,yellow
6001402800,7:30 - 8:00,yellow
6001402800,8:00 - 8:30,yellow
6001402800,8:30 - 9:00,yellow
6001402800,9:00 - 9:30,yellow
6001402800,9:30 - 10:00,yellow
6001402900,10:00 - 10:30,yellow
6001402900,6:00 - 6:30,lime
6001402900,6:30 - 7:00,yellow
6001402900,7:00 - 7:30,yellow
6001402900,7:30 - 8:00,yellow
6001402900,8:00 - 8:30,yellow
6001402900,8:30 - 9:00,yellow
6001402900,9:00 - 9:30,yellow
6001402900,9:30 - 10:00,yellow
6001403000,10:00 - 10:30,lime
6001403000,6:00 - 6:30,lime
